ID,Text,Is_Activism,Category,Post_Id,Like_Count
116,🙌,False,None,Cv7JmmjtX4D,1
117,Nestlé top,False,None,Cv7JmmjtX4D,2
118,Love it 🙌,False,None,Cv7JmmjtX4D,2
119,🔥🔥🔥,False,None,Cv7JmmjtX4D,2
120,🔥🔥🔥🔥,False,None,Cv7JmmjtX4D,1
121,🔥🔥🔥🔥,False,None,Cv7JmmjtX4D,1
122,🔥🔥🔥🔥👏👏,False,None,Cv7JmmjtX4D,2
123,🔥🔥🔥,False,None,Cv7JmmjtX4D,1
124,🫦🔥,False,None,Cv7JmmjtX4D,1
125,Tirando flow @mrcepin,False,None,Cv7JmmjtX4D,1
126,🔥🔥🔥,False,None,Cv7JmmjtX4D,2
127,🔥🔥🔥🔥🔥,False,None,Cv7JmmjtX4D,2
128,🔥,False,None,Cv7JmmjtX4D,1
129,El mejor 🔥🔥🔥,False,None,Cv7JmmjtX4D,2
130,🔥🔥🔥,False,None,Cv7JmmjtX4D,2
131,🔥🔥🔥🔥🔥🔥,False,None,Cv7JmmjtX4D,1
132,De lo mio 🔥🔥,False,None,Cv7JmmjtX4D,1
133,El mejor en modas 🔥❤️😍,False,None,Cv7JmmjtX4D,2
134,@mrcepin 💪💪💪💪,False,None,Cv7JmmjtX4D,1
135,@mrcepin the GOAT 🔥,False,None,Cv7JmmjtX4D,1
136,Demasiado flow 🔥🙌,False,None,Cv7JmmjtX4D,1
137,@mrcepin 🔥🔥🔥,False,None,Cv7JmmjtX4D,1
138,🔥🔥🔥 @mrcepin,False,None,Cv7JmmjtX4D,1
139,🐊🪐,False,None,Cv7JmmjtX4D,1
140,Nice 🙌🙌🙌🙌,False,None,Cv7JmmjtX4D,2
141,🔥🔥,False,None,Cv7JmmjtX4D,1
142,🔥🔥🔥,False,None,Cv7JmmjtX4D,1
143,🔥🔥,False,None,Cv7JmmjtX4D,1
144,😍😍el mejor en todo lo que hace😍😍,False,None,Cv7JmmjtX4D,1
145,Makalöst!,False,None,Cv7JmmjtX4D,1
146,🙌🏻🙌🏻,False,None,Cv7JmmjtX4D,4
147,Stop profiting off a human right,False,None,Cv7JmmjtX4D,0
148,"Please please please i am begging you to send not only formula samples but a donation of formula from your company directly to the Maui Food bank for the people of Lahaina in Hawaii. The devastation of this wildfire disaster is horrific, hundreds were burned alive, and the people have no food or medicine and have said specifically they have no baby formula. Please please please help them, there is a lack of government assistance and insufficient practices from red cross and fema and they have lost everything. The Maui food bank address is 760 Kolu St, Wailuku, HI 96793. Please help as soon as possible.",False,None,Cv7JmmjtX4D,0
149,Please don't cancel Nesquick #saveournesquik 😢,False,None,Cv7JmmjtX4D,0
150,"Hi, from the UK here... Can you tell me where the gluten free honey corn flakes are? And why They've been replaced with (a much smaller pack of) honey nut? It's disappointing because there are a lack of good gluten free alternatives that actually taste good.. Especially trying to find products without the presence of peanuts 😢",True,social,CttbAwVM-sv,1
151,😍😍❤️❤️❤️,False,social,CttbAwVM-sv,2
152,Why did you delete my comment ?,False,social,CttbAwVM-sv,3
153,Hello do you take any promoters for Kit Kat?,False,social,CttbAwVM-sv,1
154,I love it ❤️,False,social,CttbAwVM-sv,3
155,Gorgeous!!! 👏,False,social,CttbAwVM-sv,3
156,Goodness I love this😍,False,social,CttbAwVM-sv,2
157,😍♥️🧡💛💚💙💜😘,False,social,CttbAwVM-sv,1
158,❤️❤️❤️ love this!!,False,social,CttbAwVM-sv,3
159,👏👏❤️,False,social,CttbAwVM-sv,2
160,❤️❤️,False,social,CttbAwVM-sv,3
161,❤️🌈,False,social,CttbAwVM-sv,3
162,On peut le trouver en Suisse??,False,social,CttbAwVM-sv,1
163,@edithvqzc están bonitos jajaja,False,social,CttbAwVM-sv,2
164,"Good food, good life, good job @nestle ❤️",False,social,CttbAwVM-sv,2
165,❤️❤️❤️,False,social,CttbAwVM-sv,2
166,New kit ket,False,social,CttbAwVM-sv,1
167,I love this ❤️#pridemonth,False,social,CttbAwVM-sv,5
168,Volta o chocolate da Mônica!!!!’,False,social,CttbAwVM-sv,2
169,Hello ..,False,social,CttbAwVM-sv,1
170,@rafanare en Canadá ❤️‍🩹🥹🥹🥹,False,social,CttbAwVM-sv,1
171,@kitkat ❤️,False,social,CttbAwVM-sv,2
172,I eat @feastables,False,social,CttbAwVM-sv,1
173,"Gente preconceituosa, segue a página quem quer!!! Suas opiniões não mudarão as ações da Maior e melhor Cia do Mundo @nestle 😘🤩🌈 #inclusão Pride #orgulhoempertencer 👏👏👏",False,social,CttbAwVM-sv,2
174,NESLAY!,False,social,CttbAwVM-sv,2
175,I'm Iceboom,False,social,CttbAwVM-sv,1
176,Special 🤦,False,social,CttbAwVM-sv,1
177,"Desnecessário! Precisam estudar e compreender melhor o sentido de diversidade e inclusão. Infelizmente as empresas e as pessoas estão seguindo por um viés contrário, sem valor. Lamentável! @nestle @nestle_br NUNCA mais.",False,social,CttbAwVM-sv,2
178,Assalomu alaykum yaxshimisiz nega firma bilan gaplashib boʻlmaydi javob yozinglar bizdi huquqimiz buzilyapti aksiya chiqarilgan lekin biz pul bermaymiz,False,social,CttbAwVM-sv,2
179,Nice design,False,social,CttbAwVM-sv,1
180,I am begging you to please make the strawberry milk Kit Kat a permanent product in your Kit Kat line. I would sell my left kidney just to get my hands on that flavor again,False,social,CttbAwVM-sv,1
181,Yo @nestle_indonesia ...😂,False,social,CttbAwVM-sv,1
182,I love it,False,social,CttbAwVM-sv,3
183,Look at us! We have rainbows now no one will dislike us for stealing poor peoples water ressources,False,social,CttbAwVM-sv,1
184,"poxa gostava do chocolate, agora tudo tem q defender bandeira A Ou B, são todos seres humanos , 🤦‍♀️",False,social,CttbAwVM-sv,6
185,This is awesome @nestle ! Ignore the bigots and haters.,False,social,CttbAwVM-sv,2
186,LGBT,False,social,CttbAwVM-sv,1
187,Ya'll must have some nerve getting rid of the delicious fantales 7 years off of the big 100 year mark...,False,social,CttbAwVM-sv,0
188,You should be ashamed to still be in business,False,None,CvPKBD7MJfV,9
189,This is unbelievable. This only Nestlé could.,False,None,CvPKBD7MJfV,1
190,best way to start the day! 💕,False,None,CvPKBD7MJfV,2
191,Anti aging?,False,None,CvPKBD7MJfV,1
192,Galet bra!,False,None,CvPKBD7MJfV,1
193,Muy ñam 😋,False,None,CvPKBD7MJfV,2
194,My Favourite Consumer Foods Brand 😍,False,None,CvPKBD7MJfV,0
195,Good food good life😋😍,False,None,CvPKBD7MJfV,2
196,👌,False,None,CvPKBD7MJfV,2
197,💜💜💜💜💜,False,None,CvPKBD7MJfV,2
198,Yummy,False,None,CvPKBD7MJfV,2
199,👏,False,None,CvPKBD7MJfV,0
200,Shame on Nestle!!,False,None,CvPKBD7MJfV,3
201,Wasse ist ein Menschenrecht,False,None,CvPKBD7MJfV,7
202,Hi @nestle,False,None,CvPKBD7MJfV,0
