ID,Text,Is_Activism,Category,Post_Id,Like_Count
97,Ad with only 5 words 👏,False,None,CwAYNz0Mjqv,13
98,🔥🔥🔥🔥🔥,False,None,CwAYNz0Mjqv,1
99,The time is now 🔥,False,None,CwAYNz0Mjqv,2
100,Love!!,False,None,CwAYNz0Mjqv,1
101,❤️,False,None,CwAYNz0Mjqv,1
102,❤️❤️,False,None,CwAYNz0Mjqv,1
103,King of Louisville 🔥👑,False,None,CwAYNz0Mjqv,1
104,one of your best models,False,None,CwAYNz0Mjqv,10
105,👏🏼👏🏼❤️,False,None,CwAYNz0Mjqv,7
106,What nb model is that,False,None,CwAYNz0Mjqv,1
107,"Hey, I heard you was coming to Owensboro Kentucky I’m a dancer in the process of opening my new dance studio and would love to come and hype the city up with you on stage and I know this a long shot but if you get this let’s make something happen you’ve been a big motivator to me as in putting on for my city.",False,None,CwAYNz0Mjqv,1
108,New Balance / Jack Harlow mural in the city would go so hard. 🔊🔊🔊,False,None,CwAYNz0Mjqv,18
109,The @hiphopsweetshop bus would've lived to have made a cameo for this 🔥🔥🔥🔥🔥,False,None,CwAYNz0Mjqv,1
110,he’s up,False,None,CwAYNz0Mjqv,2
111,Dear SAC /new balance,False,None,CwAYNz0Mjqv,0
112,daddy Jack,False,None,CwAYNz0Mjqv,2
113,my boy,False,None,CwAYNz0Mjqv,1
114,"is that aight, jackkk",False,None,CwAYNz0Mjqv,2
115,Need Me Dancing In Them Commercials 🕺🏾,False,None,CwAYNz0Mjqv,2
116,@sorta.bleak please tell dad @spencer_scott_harvey to buy me these,False,None,CwAYNz0Mjqv,1
117,Pertama wkwkw,False,None,CwAYNz0Mjqv,1
118,Ptsd from this ad and music constantly crashing the NBA app @nycars,False,None,CwAYNz0Mjqv,1
119,I love @jackharlow,False,None,CwAYNz0Mjqv,2
120,❤️,False,None,CwAYNz0Mjqv,0
121,❤️😍,False,None,CwAYNz0Mjqv,3
122,Family 🔥🙌,False,None,CwAYNz0Mjqv,1
123,Who else’s wants to make a movie like this,False,None,CwAYNz0Mjqv,10
124,"ayo , you dont have stock in south african stores, fix it please!!!",False,None,CwAYNz0Mjqv,13
125,🙌,False,None,CwAYNz0Mjqv,0
126,@ollie._.c,False,None,CwAYNz0Mjqv,0
127,literally been waiting 2 months for restock,False,None,CwAYNz0Mjqv,8
128,My favorite brand 🔥❤️😍,False,None,CwAYNz0Mjqv,3
129,@swxtchgraphics_sa,False,None,CwAYNz0Mjqv,0
130,Lojas em Portugal seria bom,False,None,CwAYNz0Mjqv,4
131,L outfit,False,None,CwAYNz0Mjqv,2
132,"Ahhh yes, sports icon jack Harlow 😭",False,None,CwAYNz0Mjqv,5
133,Was my favourite until you didn’t make the 2002r’s in a big enough size☹️,False,None,CwAYNz0Mjqv,11
134,Ey the thief from home alone is sponsored by NB 🤣🤣🤣,False,None,CwAYNz0Mjqv,4
135,"I pave the way in my city with 550s if you know you know,what a ride thank you NB.",False,None,CwAYNz0Mjqv,1
136,Melt of a guy,False,None,CwAYNz0Mjqv,1
137,There could never be soo many Geography Teachers in one place,False,None,CwAYNz0Mjqv,2
138,😍,False,None,CwAYNz0Mjqv,1
139,Name of the shoe Jack is wearing?,False,None,CwAYNz0Mjqv,1
140,Cool shoes but they’re overpriced and never have large sizes. Shame.,False,None,CwAYNz0Mjqv,2
141,This is for drug dealer,False,None,CwAYNz0Mjqv,1
142,❤️Promote it on @Louisville__vibes,False,None,CwAYNz0Mjqv,0
143,"I'm paying “5 GRAND” to the first 7 people to hit me up now with ""STRUGGLING"" 🇺🇸🇨🇦cus I feel some people going through HARD TIMES stay blessed y'all🥶💰",False,None,CwAYNz0Mjqv,0
144,send pic on @kentucky_community,False,None,CwAYNz0Mjqv,0
145,woooow,False,None,CwAYNz0Mjqv,0
146,I’d like to purchase your entire stock please 💳 💥💳💥 thank you @jackharlow,False,None,CwAYNz0Mjqv,0
147,CHOSEN 1 for this ad,False,None,CwAYNz0Mjqv,0
148,We Got N(ew Balance),False,None,CwAYNz0Mjqv,0
149,Tough,False,None,CwAYNz0Mjqv,0
150,🔥🔥🔥🔥🔥,False,None,CwAYNz0Mjqv,0
151,TE AMO TANTO @jackharlow,False,None,CwAYNz0Mjqv,0
152,urban😭😭😭😭😭😭😭😭,False,None,CwAYNz0Mjqv,0
153,pair of shoes that got the NB on em make you stare and see em,False,None,CwAYNz0Mjqv,0
154,Ka chow,False,None,CwAYNz0Mjqv,0
155,"Greay day Beautiful people,",False,None,CwAYNz0Mjqv,0
156,❤️‍🔥❤️‍🔥❤️‍🔥,False,None,CwAYNz0Mjqv,0
157,LOVE YOU JACK,False,None,CwAYNz0Mjqv,0
158,🔥🔥🔥🔥,False,None,CwAYNz0Mjqv,0
159,"Don’t even respond too mgk, poser tryna snag any publicity he can fell off harder than his girl after transformers",False,None,CwAYNz0Mjqv,0
160,😍😍😍,False,None,CwAYNz0Mjqv,0
161,Iconic.,False,None,CwAYNz0Mjqv,0
162,Iconic .,False,None,CwAYNz0Mjqv,0
163,drooling,False,None,CwAYNz0Mjqv,0
164,🔥🔥🔥❤️,False,None,CwAYNz0Mjqv,0
165,"Why you gotta be so fine, JackMan, sheeeesh 🥵🥵🥵",False,None,CwAYNz0Mjqv,0
166,⭐️,False,None,CwAYNz0Mjqv,0
167,😮‍💨😮‍💨😮‍💨😮‍💨,False,None,CwAYNz0Mjqv,0
168,Does anyone know what new balances Jack Harlow has on?,False,None,CwAYNz0Mjqv,0
169,😍,False,None,CwAYNz0Mjqv,0
170,🙌🙌,True,social,CtRZZDeuvOU,3
171,🔥,False,social,CtRZZDeuvOU,1
172,💗💗💗,False,social,CtRZZDeuvOU,4
173,HEARDDD,False,social,CtRZZDeuvOU,1
174,Great video watch that thang,False,social,CtRZZDeuvOU,1
175,"L.,, Z",False,social,CtRZZDeuvOU,1
176,👏,False,social,CtRZZDeuvOU,0
177,What did they say?,False,social,CtRZZDeuvOU,0
178,🔥🔥🔥,False,social,CtRZZDeuvOU,0
179,See your hard-work with appreciation your nature/color with respect+love; not hate and judgement. Goes all ways but its been pretty one-sided for a long recent while.,False,social,CtRZZDeuvOU,0
180,❤️🙌👏🔥🔥,False,social,CtRZZDeuvOU,0
181,". Mi.(⁠｡⁠･⁠ω⁠･⁠｡⁠)⁠ﾉ⁠♡(⁠/⁠^⁠-⁠^⁠(⁠^⁠ ⁠^⁠*⁠)⁠/(⁠๑⁠˙⁠❥⁠˙⁠๑⁠)(⁠*⁠＾⁠3⁠＾⁠)⁠/⁠～⁠♡..,, .mz.x",False,social,CtRZZDeuvOU,0
182,😢,False,social,CtRZZDeuvOU,0
183,"@newbalance what’s with the wildly overpriced, basic clothing lately? $75 muscle shirt? 😂😂 You guys are losing touch.",False,social,CtRZZDeuvOU,1
184,Come to SPFC!,False,social,CtRZZDeuvOU,0
185,@joefreshgoods 🤍🤍,False,social,CtRZZDeuvOU,0
186,8 Wo.Antworten,False,social,CtRZZDeuvOU,0
187,Need sponsored!,False,social,CtRZZDeuvOU,0
188,Went to his sneaker drop in Chicago a year or two ago. Waited like 6 hrs never got the shoes. And the lady infront of me ptfo from the heat and had call ambulance. Made me dislike sneaker culture,False,social,CtRZZDeuvOU,0
189,Allah akbar,False,social,CtRZZDeuvOU,0
190,C'est quoi la marque de son tailleur c'est top !😂😂😂,False,social,CtRZZDeuvOU,1
191,@ndur.uk,False,social,CtRZZDeuvOU,2
192,Making these conversations are so important ! Community projects are vital as it’s real life for the majority.,False,social,CtRZZDeuvOU,0
193,🔥,False,social,CtRZZDeuvOU,0
194,❤️🙏🏽👸🏾👑,False,social,CtRZZDeuvOU,0
195,11 Wo.Antworten,False,social,CtRZZDeuvOU,0
196,"No one cares about ""your colour"" except their own obsession with it.",False,social,CtRZZDeuvOU,6
197,What is the difference between a life of reading and a life of not reading.,False,social,CtRZZDeuvOU,0
198,"That purple jacket the action Bronson one, or is there a gr one dropping? If the shorts are 155 the jackets probably 350ish huh?",False,None,CtMDszQLrGS,1
199,Love love this collection 😍😍😍,False,None,CtMDszQLrGS,3
200,Gonna hold out for that purple pair 💜,False,None,CtMDszQLrGS,3
201,fff?🍒,False,None,CtMDszQLrGS,1
202,These fits 🔥,False,None,CtMDszQLrGS,2
203,Seeeesh 🔥🔥🔥,False,None,CtMDszQLrGS,10
204,❤️,False,None,CtMDszQLrGS,3
205,Tute splendide!! Ma anche il resto 🌱🌳🍀,False,None,CtMDszQLrGS,1
206,Amazing 💚⭐️❤️😈🤍,False,None,CtMDszQLrGS,2
207,I hate that some of them are nice. I need to chill,False,None,CtMDszQLrGS,4
208,🔥,False,None,CtMDszQLrGS,0
209,"My spring is going to be intense and I don't want to spend it alone, @newbalance do you want to come with me? 🧡❤️",False,None,CtMDszQLrGS,2
210,"Yeah, @foreign.jack!",False,None,CtMDszQLrGS,4
211,Hey @newbalance will the white/purple 990v6s be available in 4E/6E widths?,False,None,CtMDszQLrGS,1
212,@newbalancelifestyle we need that baklava lapis lazuli 🌊🌊🌊,False,None,CtMDszQLrGS,2
213,"RIP, my wallet 💀",False,None,CtMDszQLrGS,1
214,😍😍,False,None,CtMDszQLrGS,1
215,Amazing!,False,None,CtMDszQLrGS,0
216,🔥🔥🙌🏾,False,None,CtMDszQLrGS,1
217,these are some legit travel fashion,False,None,CtMDszQLrGS,1
218,We getting hats???,False,None,CtMDszQLrGS,2
219,Thought This Was @babytron,False,None,CtMDszQLrGS,1
220,Just the clothing collection dropped or also the footwear they have on,False,None,CtMDszQLrGS,1
221,Very into this.,False,None,CtMDszQLrGS,1
222,Y’all smoking crack $155 for a short. 🤣😂,False,None,CtMDszQLrGS,1
223,❤️🔥🔥🔥🔥🔥🔥🔥,False,None,CtMDszQLrGS,1
224,Aww 💥🫨,False,None,CtMDszQLrGS,2
225,What a beauty 😍😍😍😮,False,None,CtMDszQLrGS,2
226,كود خصم نيو بلانس T1NW,False,None,CtMDszQLrGS,1
227,🔥🔥🔥🔥,False,None,CtMDszQLrGS,3
228,💜👟,False,None,CtMDszQLrGS,1
229,I used to swear by New Balance but my recent experience with their CK4030 has been really bad. The sole came off and the customer care hasn't been helpful. Apparently they want me to go back to the store where I bought them from. The least they can do is to recommend some sort of glue which i can use to fix them. Support query number #2124928,False,None,CtMDszQLrGS,4
230,@newbalance I’m having a TERRIBLE customer service experience with your company. This will shape any future purchases if at all with this company in the future.,False,None,CtMDszQLrGS,0
231,Drop the pink jawns,False,None,CtMDszQLrGS,1
232,Bring back v5,False,None,CtMDszQLrGS,1
233,❤️,False,None,CtMDszQLrGS,2
234,@jarrod344 🔥,False,None,CtMDszQLrGS,2
235,🔥,False,None,CtMDszQLrGS,1
236,"teddy, we’re tired of beige",False,None,CtMDszQLrGS,18
237,@ukaballa 🙌😍,False,None,CtMDszQLrGS,2
238,Them,False,None,CtMDszQLrGS,1
239,That @kithwomen @aimeleondore vibe 🙄,False,None,CtMDszQLrGS,1
240,That @kithwomen @aimeleondore vibe 🙄,False,None,CtMDszQLrGS,1
241,Tourist outfits,False,None,CtMDszQLrGS,3
242,"It's amazing 🔥🔥🔥 I sell this brand broducts, so amazing 🔥🔥🔥",False,None,CtMDszQLrGS,1
243,🔥🔥🔥🔥,False,None,CtMDszQLrGS,1
244,@natfschultz bati o olho e achei que era vc,False,None,CtMDszQLrGS,1
245,Why does the midsole of the vegetas go from all black to the purple/white/cream?,False,None,CtMDszQLrGS,0
246,@minard_olivier 2nde paire ?,False,None,CtMDszQLrGS,1
247,🔥🔥🔥,False,None,CtMDszQLrGS,1
248,Sheesh,False,None,CtMDszQLrGS,1
249,The girl model 🔥,False,None,CtMDszQLrGS,1
250,1983,False,None,CtMDszQLrGS,1
251,🔥🔥🔥,False,None,CtMDszQLrGS,0
252,Yes🔥🤌🏽,False,None,CtMDszQLrGS,0
253,🫡,False,None,CtMDszQLrGS,0
254,Teddy we love u,False,None,CtMDszQLrGS,0
255,@newbalance all apparel and shoes will be available or just certain pieces?,False,None,CtMDszQLrGS,0
256,🔝👌,False,None,CtMDszQLrGS,0
257,👏,False,None,CtMDszQLrGS,0
258,Y’all are killing my poor credit card 💀,False,None,CtMDszQLrGS,0
259,Do you know what would be nice? If you actually had any stock of the 990v6 Grey Day on UK release day having already had to wait over a month compared to the rest of the world. What a joke.,False,None,CtMDszQLrGS,0
260,🔥,False,None,CtMDszQLrGS,0
261,Underwhelming.,False,None,CtMDszQLrGS,0
262,🥵🥵🥵,False,None,CtMDszQLrGS,0
263,Picture 2?,False,None,CtMDszQLrGS,0
264,❤️,False,None,CtMDszQLrGS,0
265,Anyone got info on socks from second slide??,False,None,CtMDszQLrGS,0
266,Yeahhhhhhh 🔥🔥🔥🕺,False,None,CtMDszQLrGS,0
267,Bring the ct302 for men to Brasil,False,None,CtMDszQLrGS,0
268,🙌🔥❤️,False,None,CtMDszQLrGS,0
269,UAUAAAA @newbalance,False,None,CtMDszQLrGS,0
270,I need 4 pair,False,None,CtMDszQLrGS,0
271,I see glory and blessings in you and you are destined for greatness directly from birth,False,None,CtMDszQLrGS,0
272,🔥,False,None,CtMDszQLrGS,0
273,🔥,False,None,CtMDszQLrGS,0
274,🔥🔥🔥,False,None,CtMDszQLrGS,0
275,I don’t see the purple pair online. Even in “coming soon” 😢😢 is Canada getting them??,False,None,CtMDszQLrGS,0
276,Purple quarter zip would be available later?,False,None,CtMDszQLrGS,0
277,410 trail shoes in white or nudes please they’re the only shoe that my feet are friends with and ima fussyyyy bugger thank you!! 🤪,False,None,CtMDszQLrGS,0
278,❤️,False,None,CtMDszQLrGS,0
279,Besessen ❤️,False,None,CtMDszQLrGS,0
280,"Putting the workers in the forefront. Good stuff, NB!",True,workplace,Cr3R2XtAHi9,17
281,Too bad BOTS dominate the collab releases on the new balance website.,False,workplace,Cr3R2XtAHi9,3
282,Please bring new 997s 🙏,False,workplace,Cr3R2XtAHi9,1
283,Odradzam kupna czego kolwiek z tej marki. Nie przyjmują reklamacji. A towar nadaje się na śmietnik po krótkim uzytkowaniu,False,workplace,Cr3R2XtAHi9,0
284,When are you guys restocking the 530s???,False,workplace,Cr3R2XtAHi9,2
285,My only shoe. Love NB,False,workplace,Cr3R2XtAHi9,3
286,@ new balance I need you to make 9060 in preschool size pls 😂,False,workplace,Cr3R2XtAHi9,1
287,Ilove newbelance😍😍,False,workplace,Cr3R2XtAHi9,1
288,Song??,False,workplace,Cr3R2XtAHi9,2
289,please i'm begging bring back the 1300,False,workplace,Cr3R2XtAHi9,2
290,Wear em everyday 🤝🏼,False,workplace,Cr3R2XtAHi9,2
291,NB.. WHY YOU SPONSORS THIS TENNIS PLAYER @tommypaull HE CANT DO ANYTHING.. YOU GUYS WASTING MONEY SPONSPORS ON HIM.,False,workplace,Cr3R2XtAHi9,1
292,NB.. WHY YOU SPONSORS THIS TENNIS PLAYER @tommypaull HE CANT DO ANYTHING.. YOU GUYS WASTING MONEY SPONSPORS ON HIM.,False,workplace,Cr3R2XtAHi9,1
293,@mikaselzer new balance is just different gravy,False,workplace,Cr3R2XtAHi9,1
294,@belong2god 🔥🔥🔥,False,workplace,Cr3R2XtAHi9,1
295,só vem 🇾🇪🇾🇪🇾🇪🇾🇪,False,workplace,Cr3R2XtAHi9,6
296,My soul belongs to New Balance!,False,workplace,Cr3R2XtAHi9,1
297,🔥🔥🔥🔥🔥 #TeamNB #NewBalance,False,workplace,Cr3R2XtAHi9,1
298,@newbalance my favorite sneakers NB 574🔥🔥🔥🔥,False,workplace,Cr3R2XtAHi9,1
299,I loved this video 👌🏻👌🏻👌🏻,False,workplace,Cr3R2XtAHi9,1
300,Great factory video !,False,workplace,Cr3R2XtAHi9,5
301,🇾🇪🇾🇪🇾🇪🇾🇪🇾🇪🇾🇪🇾🇪,False,workplace,Cr3R2XtAHi9,4
302,New balance the best shoe brand!!!,False,workplace,Cr3R2XtAHi9,3
303,🇾🇪🇾🇪🇾🇪🇾🇪,False,workplace,Cr3R2XtAHi9,1
304,🔥,False,workplace,Cr3R2XtAHi9,1
305,Great Company culture video!,False,workplace,Cr3R2XtAHi9,2
306,🔥,False,workplace,Cr3R2XtAHi9,1
307,👏👏🔥🔥,False,workplace,Cr3R2XtAHi9,1
308,🔥🔥🔥🔥🔥,False,workplace,Cr3R2XtAHi9,2
309,❤️❤️❤️🙌,False,workplace,Cr3R2XtAHi9,1
310,15 Wo.Gefällt 8 MalAntworten,False,workplace,Cr3R2XtAHi9,0
311,👏👏👏👏👏,False,workplace,Cr3R2XtAHi9,1
312,❤️❤️❤️❤️,False,workplace,Cr3R2XtAHi9,1
313,all my fav shoessss are from new b 😂❤️,False,workplace,Cr3R2XtAHi9,2
314,👏👏🔥😍,False,workplace,Cr3R2XtAHi9,1
315,👌😍😍😍,False,workplace,Cr3R2XtAHi9,1
316,🔥🔥🔥,False,workplace,Cr3R2XtAHi9,1
317,❤️🙌,False,workplace,Cr3R2XtAHi9,1
318,🙌🔥👏,False,workplace,Cr3R2XtAHi9,1
319,❤️,False,workplace,Cr3R2XtAHi9,2
320,Can’t wait!,False,workplace,Cr3R2XtAHi9,2
321,😍😍😍😍🤩🤩🤩🥰,False,workplace,Cr3R2XtAHi9,1
322,🔥🔥🔥,False,workplace,Cr3R2XtAHi9,1
323,@benoit5678 @lollipopsditlolo 😍,False,workplace,Cr3R2XtAHi9,1
324,❤️❤️❤️,False,workplace,Cr3R2XtAHi9,2
325,Love it 😍,False,workplace,Cr3R2XtAHi9,2
326,😍,False,workplace,Cr3R2XtAHi9,2
327,990v6 a must cop! 🔥,False,workplace,Cr3R2XtAHi9,2
328,"New Balance is the best one, ever.",False,workplace,Cr3R2XtAHi9,4
329,👏👏,False,workplace,Cr3R2XtAHi9,1
330,Are y’all restocking the collab with bodega again ??????,False,workplace,Cr3R2XtAHi9,4
331,👏,False,workplace,Cr3R2XtAHi9,2
332,🔥,False,workplace,Cr3R2XtAHi9,2
333,https://www.instagram.com/p/Cr8XTr8I5ZV/,False,workplace,Cr3R2XtAHi9,1
334,Are them available somewhere in Italy?,False,workplace,Cr3R2XtAHi9,2
335,❤️❤️,False,workplace,Cr3R2XtAHi9,1
336,530 en México por favor 🙏 😢 los necesito,False,workplace,Cr3R2XtAHi9,1
337,😍👏👏,False,workplace,Cr3R2XtAHi9,1
338,😍😍😍 we love you New Balance #1 💜💜💜,False,workplace,Cr3R2XtAHi9,1
339,🔥,False,workplace,Cr3R2XtAHi9,1
340,Please be a smooth drop 🤞,False,workplace,Cr3R2XtAHi9,5
341,🔥🔥🔥🇩🇴🇩🇴,False,workplace,Cr3R2XtAHi9,2
342,🔥🔥👏,False,workplace,Cr3R2XtAHi9,1
343,N is 🔥,False,workplace,Cr3R2XtAHi9,1
344,Hoping it’s not a v6 for Grey Day.,False,workplace,Cr3R2XtAHi9,2
345,🔥,False,workplace,Cr3R2XtAHi9,1
346,🩶🩶🩶🩶,False,workplace,Cr3R2XtAHi9,1
347,This is amazing! We appreciate yal 🔥🙏💯,False,workplace,Cr3R2XtAHi9,2
348,Очень интересно😍супер классно👏,False,workplace,Cr3R2XtAHi9,1
349,🩶🩶🩶,False,workplace,Cr3R2XtAHi9,1
350,978 to the world 🌎,False,workplace,Cr3R2XtAHi9,2
351,Bring back the 998!!! Fun colorways!!!💙🧡❤️💛🤍💜,False,workplace,Cr3R2XtAHi9,1
352,Go team new balance from STL dc 🔥hugs and love,False,workplace,Cr3R2XtAHi9,1
353,550s😍🔥,False,workplace,Cr3R2XtAHi9,1
354,Hola son las mejores .pero me compré un par u me salieron malas . Siempre uso las 574 😮 son las únicas zapatillas q usó,False,workplace,Cr3R2XtAHi9,1
355,🔥,False,workplace,Cr3R2XtAHi9,1
356,Please be in XX-wide,False,workplace,Cr3R2XtAHi9,1
357,😍adoro o meu ✨💫,False,workplace,Cr3R2XtAHi9,1
358,세계에서 가장편한신발인데 디자인까지 잡은 뉴발란스 거기에 합리적인 가격대 많이 배웁니다.,False,workplace,Cr3R2XtAHi9,1
359,W .,False,workplace,Cr3R2XtAHi9,1
360,check dm,False,workplace,Cr3R2XtAHi9,1
361,🔥🔥🔥🔥,False,workplace,Cr3R2XtAHi9,1
362,👏,False,workplace,Cr3R2XtAHi9,1
363,😮😍😍,False,workplace,Cr3R2XtAHi9,1
364,New balanceを選んでいる事に誇りを感じます。,False,workplace,Cr3R2XtAHi9,0
365,Ya wow ❤️🙌,False,workplace,Cr3R2XtAHi9,1
366,👏👏👏👏,False,workplace,Cr3R2XtAHi9,1
367,@newbalance world of creators👌🏾,False,workplace,Cr3R2XtAHi9,1
368,👏🏽🙏🏽,False,workplace,Cr3R2XtAHi9,1
369,🔥🔥🔥🔥🔥,False,workplace,Cr3R2XtAHi9,1
370,Love my NB!,False,workplace,Cr3R2XtAHi9,1
371,screen printing gaonok aaa?,False,workplace,Cr3R2XtAHi9,1
372,cool & good！,False,workplace,Cr3R2XtAHi9,1
373,Release the 996,False,workplace,Cr3R2XtAHi9,1
374,Bring back men’s 928v3s in Bone!,False,workplace,Cr3R2XtAHi9,1
375,❤️❤️❤️❤️,False,workplace,Cr3R2XtAHi9,1
