ID,Text,Is_Activism,Category,Post_Id,Like_Count
108,Laurennnn 🩷🩷🩷🩷,False,None,CvvLcH7P3a-,1
109,I need new iced drinks to try!! Send me some ❤️❤️,False,None,CvvLcH7P3a-,1
110,@imangaribi vive le rose si t’a été voir barbie 😂😂😂,False,None,CvvLcH7P3a-,1
111,💯,False,None,CvvLcH7P3a-,2
112,@mackenzie_koupal,False,None,CvvLcH7P3a-,1
113,@daria.ch30 wir haha 😂❤️,False,None,CvvLcH7P3a-,2
114,❤️,False,None,CvvLcH7P3a-,1
115,@jodieliane,False,None,CvvLcH7P3a-,2
116,@littlemissclaudia 😅👌🏻,False,None,CvvLcH7P3a-,2
117,❤️❤️❤️,False,None,CvvLcH7P3a-,2
118,@disco_meg relatable 🤷🏼‍♀️☕️,False,None,CvvLcH7P3a-,2
119,@miss_sjt 👀,False,None,CvvLcH7P3a-,2
120,@rachfg29 😂,False,None,CvvLcH7P3a-,2
121,@glory_ny @nylaleger ❤️,False,None,CvvLcH7P3a-,2
122,The iced vanilla latte is my go-to always💚,False,None,CvvLcH7P3a-,3
123,Ain’t that the truth 😊,False,None,CvvLcH7P3a-,2
124,Love the iced coffee !!,False,None,CvvLcH7P3a-,2
125,We LUV our iced coffee,False,None,CvvLcH7P3a-,0
126,2,False,None,CvvLcH7P3a-,0
127,👐👐😁💚,False,None,CvvLcH7P3a-,0
128,When your fave girl is featured on Starbucks insta best believe I will celebrate with a cup 🤣 @thelaurennorris,False,None,CvvLcH7P3a-,0
129,An inside look into the undercover investigation of Starbucks’ horrific supply chain: www.StarbucksCruelty. com,False,None,CvvLcH7P3a-,0
130,An inside look into the undercover investigation of Starbucks’ horrific supply chain: www.StarbucksCruelty. com,False,None,CvvLcH7P3a-,0
131,Sometimes I’m having a bad day and I realize I need a pumpkin cream cold brew. 😉,False,None,CvvLcH7P3a-,0
132,An inside look into the undercover investigation of Starbucks’ horrific supply chain: www.StarbucksCruelty. com,False,None,CvvLcH7P3a-,0
133,"«Bad day»…. Just need a ice coffee. Don’t think you know what a bad day is, or that when you do have a bad they you probably won’t recover, when everything is «recovered» with a ice coffee.",False,None,CvvLcH7P3a-,0
134,@thelaurennorris 🎉🎉,False,None,CvvLcH7P3a-,0
135,Yup! 😂,False,None,CvvLcH7P3a-,0
136,OMGGGG yes starbies lovers @thelaurennorris 🩷,False,None,CvvLcH7P3a-,0
137,Can I say cringe :>,False,None,CvvLcH7P3a-,0
138,Why does an iced coffee automatically come with classic syrup 🤷🏼‍♀️,False,None,CvvLcH7P3a-,0
139,Why are influencers casually drinking coffee? It is a stimulant. Don’t drink if you don’t need to be alert. Maybe try decaf if you are drinking for fun,False,None,CvvLcH7P3a-,0
140,Ice 🧊 Coffee ☕️ for Dinner is my new favorite!!!!! Mine not there’s! But #yummy 😂😂,False,None,CvvLcH7P3a-,0
141,When will Starbucks manufacture more eco friendly options instead of the plastic cups and straws?,False,None,CvvLcH7P3a-,0
142,👏👏👏,False,None,CvvLcH7P3a-,0
143,Waste of money! Make your own!,False,None,CvvLcH7P3a-,0
144,@kcougar515,False,None,CvvLcH7P3a-,0
145,Sometimes I think I'm having a bad day and then I realize it's been a bad year.,False,None,CvvLcH7P3a-,0
146,😂😂😂,False,None,CvvLcH7P3a-,0
147,Ahhhhh. So happy for you that this is your only problem in life. 😂,False,None,CvvLcH7P3a-,0
148,no way the queen Lauren got posted on here that’s so amazing been waiting for this one 🥳🥳,False,None,CvvLcH7P3a-,0
149,or a chai with almond milk and pumpkin cold foam 😍😍,False,None,CvvLcH7P3a-,0
150,Everyday,False,None,CvvLcH7P3a-,0
151,no. NEXT!!!!!!,False,None,CvvLcH7P3a-,0
152,@abbygracewhite 😂,False,None,CvvLcH7P3a-,0
153,Omg @thelaurennorris,False,None,CvvLcH7P3a-,0
154,Starbucks =🤮,False,None,CvvLcH7P3a-,0
155,I don't think 😮 it's possible to have a bad day ... while ❤️ enjoying my @starbucks 🤔 😍,False,None,CvvLcH7P3a-,0
156,Cool video,False,None,CvvLcH7P3a-,0
157,"Yeah , then I realize i have first world problems and a 7$ iced coffee will cure it all",False,None,CvvLcH7P3a-,0
158,Then I realize I have first world problems that a 7$ coffee will solve,False,None,CvvLcH7P3a-,0
159,@dana.p83,False,None,CvvLcH7P3a-,0
160,She's cheesy,False,None,CvvLcH7P3a-,0
161,Exactly 😂,False,None,CvvLcH7P3a-,0
162,Me and my vanilla frappe 😍😍,False,None,CvvLcH7P3a-,0
163,Those look like very confused tigers.,False,None,CvpdcJhR-m4,347
164,the heck kinda bees are those,False,None,CvpdcJhR-m4,283
165,“Can I get a cat cake pop?”,False,None,CvpdcJhR-m4,0
166,I bet the fox cake pop will be the same mold🙄,False,None,CvpdcJhR-m4,53
167,They still look like disappointed cats,False,None,CvpdcJhR-m4,35
168,these are cats…I’m not falling for it 😂,False,None,CvpdcJhR-m4,39
169,its giving Garfield,False,None,CvpdcJhR-m4,55
170,The Starbucks crew were all laughing when my friend said that Mickey Mouse 😂,False,None,CvpdcJhR-m4,49
171,Sweet. Buzz 🐝🐝🐝🐝🐝 😍😍😍😍❤️❤️❤️❤️❤️,False,None,CvpdcJhR-m4,0
172,Are the bees in the room with us right now?,False,None,CvpdcJhR-m4,141
173,Is the blackpink drink going to be available in the U.S.? 🖤💖,False,None,CvpdcJhR-m4,5
174,22 DAYS TILL PSL,False,None,CvpdcJhR-m4,19
175,What flavor is it?,False,None,CvpdcJhR-m4,1
176,karma is a cat,False,None,CvpdcJhR-m4,11
177,@starbucks why not just admit someone made a mistake and those are not bees 🐝 🤷‍♀️,False,None,CvpdcJhR-m4,12
178,the pun caption…yes! 💛😍,False,None,CvpdcJhR-m4,1
179,@mattlgonyea literally us at work,False,None,CvpdcJhR-m4,0
180,"I love Starbucks, but the cake pops are way too expensive for the size of them 🤭🤭😝😝",False,None,CvpdcJhR-m4,3
181,💚💚💚,False,None,CvpdcJhR-m4,0
182,😂😂😂 I was today years old when I found out these were bee cake pops,False,None,CvpdcJhR-m4,8
183,There really good,False,None,CvpdcJhR-m4,0
184,Awww cute,False,None,CvpdcJhR-m4,0
185,Looks super good 🐝🐝,False,None,CvpdcJhR-m4,1
186,@baabyytay us if we were cake pops,False,None,CvpdcJhR-m4,1
187,Aww that’s cute,False,None,CvpdcJhR-m4,0
188,Soo good 👍 😮,False,None,CvpdcJhR-m4,1
189,@meggallagher11 @mknoll18 the cat bees……..,False,None,CvpdcJhR-m4,1
190,My sons favorite 💛,False,None,CvpdcJhR-m4,1
191,So cute!!!,False,None,CvpdcJhR-m4,1
192,I HAD ONE AND IT WAS AMAZING ❤️,False,None,CvpdcJhR-m4,0
193,@hovsepiantalar,False,None,CvpdcJhR-m4,1
194,It’s androgynous,False,None,CvpdcJhR-m4,1
195,❤️❤️,False,None,CvpdcJhR-m4,0
196,I got them!,False,None,CvpdcJhR-m4,0
197,Nice 😍,False,None,CvpdcJhR-m4,0
198,So cute,False,None,CvpdcJhR-m4,0
199,@lacilettini memories…,False,None,CvpdcJhR-m4,2
200,@juliana.l0pez 🐝🐝🐝🐝,False,None,CvpdcJhR-m4,1
201,@k.joywilly,False,None,CvpdcJhR-m4,0
202,sick and tired of the US being excluded of the Blackpink collab 😕,False,None,CvpdcJhR-m4,18
203,😐,False,None,CvpdcJhR-m4,1
204,Bee-f fs,False,None,CvpdcJhR-m4,0
205,🔥,False,None,CvpdcJhR-m4,0
206,Tbh i thought those were cats lmao,False,None,CvpdcJhR-m4,11
207,@willa.png,False,None,CvpdcJhR-m4,0
208,they look like cats🐱,False,None,CvpdcJhR-m4,21
209,@piachristianne1,False,None,CvpdcJhR-m4,0
210,😍,False,None,CvpdcJhR-m4,1
211,😍 it's looks so cute 🥰,False,None,CvpdcJhR-m4,0
212,Looks like a 🐯,False,None,CvpdcJhR-m4,12
213,I tried those and they were SOO GOOD !,False,None,CvpdcJhR-m4,2
214,such pointless creatures,False,None,CvpdcJhR-m4,1
215,"Bee is the idea, tigers is the result 😅😅😅🐱🐝🐝",False,None,CvpdcJhR-m4,3
216,@mayawoolf vibes,False,None,CvpdcJhR-m4,1
217,No matter how hard I try all I see is a tiger,False,None,CvpdcJhR-m4,2
218,👍👍👍❤❤❤,False,None,CvpdcJhR-m4,1
219,@mandygrifka they still insist they’re bees 😂,False,None,CvpdcJhR-m4,1
220,This might be too early but.. PSL soon 👀,False,None,CvpdcJhR-m4,1
221,Looks like crazy cats and not bees,False,None,CvpdcJhR-m4,1
222,PUMPKIN SPICE SEASONS HEREEEEEEE 🎃,False,None,CvpdcJhR-m4,1
223,They look like tigers 🐯,False,None,CvpdcJhR-m4,1
224,@coffeewithtwo 🤍🤍☕️,False,None,CvpdcJhR-m4,1
225,🐝 🐝🐝,False,None,CvpdcJhR-m4,0
226,🤩🤩🤩,False,None,CvpdcJhR-m4,0
227,❤️❤️,False,None,CvpdcJhR-m4,0
228,Best cake pop by far 🔥🔥,False,None,CvpdcJhR-m4,0
229,@kristabogan @bamcnish_,False,None,CvpdcJhR-m4,1
230,Bee cute!,False,None,CvpdcJhR-m4,0
231,@mamabearintheair @shanthidawg — let the debate continue….,False,None,CvpdcJhR-m4,0
232,🐝💚,False,None,CvpdcJhR-m4,0
233,"today for breaky I got a spinach fetta and egg white wrap with a venti dragon fruit refresher , chefs kiss 😘💕",False,None,CvpdcJhR-m4,0
234,The only cake pops I like👏,False,None,CvpdcJhR-m4,0
235,❤,False,None,CvpdcJhR-m4,0
236,❤️,False,None,CvpdcJhR-m4,0
237,So cute and tasty 🫶🏻,False,None,CvpdcJhR-m4,0
238,My Daughters Fav 💛,False,None,CvpdcJhR-m4,0
239,We had those yesterday 😋,False,None,CvpdcJhR-m4,2
240,Yummmm🤤,False,None,CvpdcJhR-m4,0
241,Can we please have the @blackpinkofficial drinks here in the us? @starbucks,False,None,CvpdcJhR-m4,1
242,I’m eating one right now,False,None,CvpdcJhR-m4,0
243,For when the collaboration of blackpink in Mexico?,False,None,CvpdcJhR-m4,1
244,love ❤️,False,None,CvpdcJhR-m4,0
245,"A snack to sweeten, happy Monday! 💚🐝",False,None,CvpdcJhR-m4,0
246,So cute,False,None,CvpdcJhR-m4,0
247,Get this every time I go 💚💚💚,False,None,CvpdcJhR-m4,0
248,yummyy,False,None,CvpdcJhR-m4,0
249,Sooooo cute!!!!,False,None,CvpdcJhR-m4,0
250,i had one yesterday they’re so yum! 💛🐝,False,None,CvpdcJhR-m4,0
251,@trixie.the.border.collie.fur,False,None,CvpdcJhR-m4,1
252,@missnikkibaybi 🐝🫶🏻 (even though these cake pops are cringe lol) love you,False,None,CvpdcJhR-m4,1
253,@ashley_counahan me and you 💛,False,None,CvpdcJhR-m4,1
254,Very creative cake pops have to go buy some,False,None,CvpdcJhR-m4,0
255,❤️,False,None,CvpdcJhR-m4,0
256,I had this on my birthday 🥰🐝,False,None,CvpdcJhR-m4,1
257,Starbucks coffee ☕📍✌️,False,None,CvpdcJhR-m4,0
258,@iamkrod117,False,None,CvpdcJhR-m4,0
259,What is the best iced coffee that @starbucks picks always?💚,False,None,CvpdcJhR-m4,0
260,🐝 🐝,False,None,CvpdcJhR-m4,0
261,4 Wo.Antworten,False,None,CvpdcJhR-m4,0
262,🤣,False,None,CvpdcJhR-m4,0
263,Two 😸😸,False,None,CvpdcJhR-m4,0
264,❤️,False,None,CvpdcJhR-m4,0
265,@starbucks what flavor are these? 🫢,False,None,CvpdcJhR-m4,0
266,Where the bee at,False,None,CvpdcJhR-m4,0
267,Bring the blackpink drink to the US!!!!!!! 🖤💖,False,None,CvpdcJhR-m4,0
268,They never have these on Brook and Parham in VA Starbucks,False,None,CvpdcJhR-m4,0
269,🖤💖 Blackpink drink Pleaseee 🖤💖,False,None,CvpdcJhR-m4,0
270,We want the blackpink drink in the us 🖤💖🖤💖🖤💖🖤💖,False,None,CvpdcJhR-m4,0
271,😐😐,False,None,CvpdcJhR-m4,0
272,😾😾,False,None,CvpdcJhR-m4,0
273,3 dollars for that tiny lil thing is crazyyy lol,False,None,CvpdcJhR-m4,0
274,Is this a tiger,False,None,CvpdcJhR-m4,0
275,🫥,False,None,CvpdcJhR-m4,0
276,🐱,False,None,CvpdcJhR-m4,0
277,Oh no! Why did I think this was a tiger?🐯🙊,False,None,CvpdcJhR-m4,0
278,thats a cat.,False,None,CvpdcJhR-m4,0
279,bees don’t have ears. love you @starbucks but these cake pops have NEVER made sense to me. 😂,False,None,CvpdcJhR-m4,0
280,I always thought they were Tigers 🐯🤷🏽‍♀️,False,None,CvpdcJhR-m4,0
281,I thought they were tigers....lol!!!,False,None,CvpdcJhR-m4,0
282,Those are cat bees 🐝,False,None,CvpdcJhR-m4,0
283,It fr says 0_0,False,None,CvpdcJhR-m4,0
284,Hehe 😜 bffs,False,None,CvpdcJhR-m4,0
285,They are not orange monsters ? Lol 😂,False,None,CvpdcJhR-m4,0
286,folback,False,None,CvpdcJhR-m4,0
287,😾,False,None,CvpdcJhR-m4,0
288,“We have our bee cake pop”,False,None,CvpdcJhR-m4,0
289,Why aren’t they honey flavored???,False,None,CvpdcJhR-m4,0
290,These should be honey flavored!!!,False,None,CvpdcJhR-m4,0
291,Is black pink drink gonna be available here us and merch too,False,None,CvpdcJhR-m4,0
292,nah they were lazy with this one 💀,False,None,CvpdcJhR-m4,0
293,👀👀👀👀👀👀👀👀👀👀👀😍😍😍😍😍😍😍😍😍😍😍,False,None,CvpdcJhR-m4,0
294,These taste so good but that is not a bee,False,None,CvpdcJhR-m4,0
295,Star-bee’s! 🐝,False,None,CvpdcJhR-m4,0
296,@amanda4697 jaundice Garfield,False,None,CvpdcJhR-m4,0
297,Worse bee designs ever. 😂 They are definitely tigers.🐯 Should have gone with a daisy design @starbucks that would have been nicer for summer time.,False,None,CvpdcJhR-m4,0
298,😍,False,None,CvpdcJhR-m4,0
299,Bee-FR they don’t look like bees 💀,False,None,CvpdcJhR-m4,0
300,looks like a very unhappy cat with a double chin 😭,False,None,CvpdcJhR-m4,0
301,I thought they were skeptical tigers 😐+🐯,False,None,CvpdcJhR-m4,0
302,Except EVERYONE thinks it’s a cat!,False,None,CvpdcJhR-m4,0
303,Thank you @starbucks 🫶🏻,False,None,CvpdcJhR-m4,0
304,❤️❤️❤️,False,None,CvpdcJhR-m4,0
305,😍😍😍🤤,False,None,CvpdcJhR-m4,0
306,❤️❤️❤️,False,None,CvpdcJhR-m4,0
307,i got my bf one and he said “wtf is that”,False,None,CvpdcJhR-m4,0
308,Adorablee,False,None,CvpdcJhR-m4,0
309,Those are cats,False,None,CvpdcJhR-m4,0
310,Just don’t let your toddler eat one and then drink out of your hot pink Starbucks tumbler with their sticky hands. It will stain. 😢,False,None,CvpdcJhR-m4,0
311,Please bring back the green logo cups!!! Starbucks Coffee tastes better with the green logo 😭,False,None,CvpdcJhR-m4,0
312,When is it pumpkin season???,False,None,CvpdcJhR-m4,0
313,My Fav😍,False,None,CvpdcJhR-m4,0
314,❤️,False,None,CvpdcJhR-m4,0
315,@john_nonny aren’t these bee-utiful?!😂😂,False,None,CvpdcJhR-m4,0
316,My local Starbucks seldom has what you advertise on here in stock. How do we change that?,False,None,CvpdcJhR-m4,0
317,Cute 💕🥰,False,None,CvpdcJhR-m4,0
318,Not me thinking it's an odd cat....,False,None,CvpdcJhR-m4,0
319,@chrrristinaaa_ 😻,False,None,CvpdcJhR-m4,0
320,😕😕,False,None,CvpdcJhR-m4,0
321,"It's a ""meh"" cat",False,None,CvpdcJhR-m4,0
322,Garfield is that you?,False,None,CvpdcJhR-m4,0
323,I’m a barista and I’ve had kids call these cake pops “Pikachu” please design your next cake pops better 😬,False,None,CvpdcJhR-m4,0
324,Cute💛💛💛💛💛💛💛💛💛💛,False,None,CvpdcJhR-m4,0
325,They said : 😐😐,False,None,CvpdcJhR-m4,0
326,Is the blackpink drink in Ontario??,False,None,CvpdcJhR-m4,0
327,are these Garfield lollipops?,False,None,CvpdcJhR-m4,0
328,😍😍😍❤️❤️❤️,False,None,CvpdcJhR-m4,0
329,those buss,False,None,CvpdcJhR-m4,0
330,❤️ @houseofbrooklyn,False,None,CvpdcJhR-m4,0
331,Bees should’ve been round 💀,False,None,CvpdcJhR-m4,0
332,Bring back the almond croissant! 😩,False,None,CvpdcJhR-m4,0
333,but why does the cake pop never end up looking like that,False,None,CvpdcJhR-m4,0
334,Too cute to eat!,False,None,CvpdcJhR-m4,0
335,😆,False,None,CvpdcJhR-m4,0
336,For a second I thought those were weird looking tigers then I saw the emojis in the caption and I was like “ohhhh that makes more sense” 😂,False,None,CvpdcJhR-m4,0
337,PLEASE BRING BACK THE TURKEY STUFFING PANINIS IM BEGGING YALL,False,None,CvpdcJhR-m4,0
338,FALL NEEDS THE TURKEY STUFFING PANINIS PLEASE,False,None,CvpdcJhR-m4,0
339,So.... when is pumpkin coming?,False,None,CvpdcJhR-m4,0
340,They are using the cat mold and changing the icing to try to make a bee.. not working very well.,False,None,CvpdcJhR-m4,0
341,A bee?????,False,None,CvpdcJhR-m4,0
342,@deanda43 everyone agrees with me 🤣🤣,False,None,CvpdcJhR-m4,0
343,"It’s a cat with a rounded nose, flat mouth and flat chin. I never did see the bee until I went to order one for my daughter 😅 I did wonder why they made an unimpressed cat pop…",False,None,CvpdcJhR-m4,0
344,"Sureee it’s a bee, definitely not a cat 🐱 😉",False,None,CvpdcJhR-m4,0
345,Cute cat cake pops 😍,False,None,CvpdcJhR-m4,0
346,Archive,False,None,CvpdcJhR-m4,0
347,Bumblecats!!!!,False,None,CvpdcJhR-m4,0
348,Bro said “😐”,False,None,CvpdcJhR-m4,0
349,BEE ready for pumpkin spice this fall!!!,False,None,CvpdcJhR-m4,0
350,Garfield who,False,None,CvpdcJhR-m4,0
351,CATS,False,None,CvpdcJhR-m4,0
352,@starbucks open more restaurants in Finland!!,False,None,CvpdcJhR-m4,0
353,😂,False,None,CvpdcJhR-m4,0
354,Looks like cats. We don’t get those in Canada.,False,None,CvpdcJhR-m4,0
355,:•| I love it lol,False,None,CvpdcJhR-m4,0
356,Yea I handed them to the kids ages 3 and 5 who promptly said “uhhhh that’s a cat” lol,False,None,CvpdcJhR-m4,0
357,When do fall drinks come back,False,None,CvpdcJhR-m4,0
358,Ice spice x pumpkin spice 🎃🔥,False,None,CvpdcJhR-m4,0
359,They look like if Bob from Bob's Burgers was suddenly a cat 😂,False,None,CvpdcJhR-m4,0
360,the half priced drinks doesn’t show up on my starbucks app for wednesdays :(,False,None,CvpdcJhR-m4,0
361,Cute! But I’m so ready for the fall drinks.,False,None,CvpdcJhR-m4,0
362,Still can’t see how they’re supposed to be bees…,False,None,CvpdcJhR-m4,0
363,Is it pumpkin season yet?,False,None,CvpdcJhR-m4,0
364,That’s just the Duolingo owl in disguise,False,None,CvpdcJhR-m4,0
365,I thought they were cats at first,False,None,CvpdcJhR-m4,0
366,I bought one for my Dad who has Alzheimer’s. I asked him what it looks like. He said a tiger! Those are not bees Starbucks!,False,None,CvpdcJhR-m4,0
367,✨🐝✅,False,None,CvpdcJhR-m4,0
368,Mix of🐱😐,False,None,CvpdcJhR-m4,0
369,@starbucks Starbucks don’t care for the employees,False,None,CvpdcJhR-m4,0
370,@starbucks Stop cutting hours,False,None,CvpdcJhR-m4,0
371,When I first saw and got one it was easy to say it was a bee cuz that’s what it looks like idk what’s everyone going on about but I’m embarrassed for them😬🙈🤣,False,None,CvpdcJhR-m4,0
372,😍😍😍😍,False,None,CvpdcJhR-m4,0
373,I love the yellow cats,False,None,CvpdcJhR-m4,0
374,I need Starbucks it’s my birthday also,False,None,CvpdcJhR-m4,0
375,Yum,False,None,CvpdcJhR-m4,0
376,They look like tigers not bees,False,None,CvpdcJhR-m4,0
377,AKA frightened cats,False,None,CvpdcJhR-m4,0
378,Cat looks surprised 🤣,False,None,CvpdcJhR-m4,0
