ID,Text,Is_Activism,Category,Post_Id,Like_Count
35,Unilever is a sponsor of famous terorist state- russia,False,None,CvhoujhN63k,21
36,@unilever є міжнародним спонсором війни проти України! 💔💔💔#russiasterroriststate,False,None,CvhoujhN63k,22
37,How does it feel to sponsor a war?,False,None,CvhoujhN63k,17
38,"While you continue doing business in russia, innocent children, civilians are being killed by the aggressor's army in Ukraine. Stop your bloody business, stop sponsoring the war against Ukraine!",False,None,CvhoujhN63k,1
39,You are fully in blood of Ukrainians,False,None,CvhoujhN63k,12
40,Stop funding the war,False,None,CvhoujhN63k,28
41,Stop sponsoring the genocide of Ukraine by operating in ruzzia!! #boycottunilever,False,None,CvhoujhN63k,13
42,War sponsor,False,None,CvhoujhN63k,9
43,@Unilever stop funding war #stoprussianterrorism,False,None,CvhoujhN63k,20
44,Quit Russia,False,None,CvhoujhN63k,8
45,Returning to operations in ruzzia. Know that next missile attack is on you too. It’s despicable.,False,None,CvhoujhN63k,15
46,#internationalsponsorofwar,False,None,CvhoujhN63k,6
47,🤮🤮🤮,False,None,CvhoujhN63k,8
48,@unilever is sponsor of terrrorism!,False,None,CvhoujhN63k,17
49,SPONSOR OF WAR 🤬,False,None,CvhoujhN63k,18
50,Thanks for sponsoring the war in ukriane and helping Russia. Murder of hinders of innocent children and civilians! Treason is a crime !,False,None,CvhoujhN63k,6
51,Unilever is international sponsor of war😢,False,None,CvhoujhN63k,9
52,Stop funding the war #russiaisaterroriststate @h__bakhmut @bakhmut.life —— russia did it,False,None,CvhoujhN63k,8
53,STOP IS FUNDING THE WAR!,False,None,CvhoujhN63k,5
54,Stop funding the war!Stop funding war.#russiaisaterroriststate #russiaisaterroriststate #russiaisaterroriststate,False,None,CvhoujhN63k,10
55,😡,False,None,CvhoujhN63k,4
56,BBBBOOOOOOOOOOOO!!!!!!!,False,None,CvhoujhN63k,2
57,Sponsored ruZZian fashizm & terrorism,False,None,CvhoujhN63k,9
58,You will need a bloody good washing powder to wash off Ukrainian blood off your hands. #unileversponsorsterrorism,False,None,CvhoujhN63k,11
59,#unileversponsorofwar,False,None,CvhoujhN63k,13
60,✊🌏🇺🇦🌻,False,None,CvhoujhN63k,7
61,🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🌻,False,None,CvhoujhN63k,9
62,🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸,False,None,CvhoujhN63k,14
63,I will never buy products of Unilever companies,False,None,CvhoujhN63k,18
64,War sponsors,False,None,CvhoujhN63k,17
65,I stop using your products! You have no idea how Ukrainians survive due to your sponsorship and what we go through! You are war sponsors!,False,None,CvhoujhN63k,20
66,Stop funding the war #russiaisaterroriststate,False,None,CvhoujhN63k,34
67,Unilever is supporting terrorism! STOP IT! NOW! #russiaisaterroriststate,False,None,CvhoujhN63k,26
68,Stop sponsoring a killer regime!,False,None,CvhoujhN63k,20
69,What about quitting from russia huh?,False,None,CvhoujhN63k,39
70,Stop work with Russia 🩸🩸🩸🩸🩸,False,None,CvhoujhN63k,30
71,If your mission is “to create a better planet and society” then you should consider seriously why you are doing business with a country that is destroying a free society and committing a genocide in Ukraine. You should think about why your ice cream company chooses to offend those who gave their lives to defend the USA freedom. Seems like you are failing in living up to your brand promise. You can't ignore it. You can not remain silent.,False,None,CvhoujhN63k,76
72,🩸🩸🩸bloody unilever🩸🩸🩸sponsor of war🩸🩸🩸,False,None,CvhoujhN63k,4
73,STOP SPONSORING RUZZIA’S WAR!!!#UnileverSponsorsTerrorism #StopUnilever #UnileverBloodMoney,False,None,CvhoujhN63k,15
74,How does it feel to support russian nazi state to massacre Ukrainian children?,False,None,CvhoujhN63k,49
75,STOP HELPING THEM RAPE WOMEN. STOP HELPING THEM RAPE CHILDREN. STOP HELPING THEM KILL THE BEST MEN AND WOMEN THAT THEIR COUNTRY HAS. STOP MAKING CHILDREN ORPHANS. STOP TAKING PEOPLES LIMBS. STOP GELPING THEM TAKE AND RUIN LIVES.,False,None,CvhoujhN63k,65
76,Shame! #RussiaIsATerroristState,False,None,CvhoujhN63k,8
77,#StopRussia #StopSupportingRussia #StopFundingInvasions,False,None,CvhoujhN63k,5
78,#stoprussianterrorism #russiaisaterroriststate #stopgenocideofukrainians #war,False,None,CvhoujhN63k,16
79,Shame on you!,False,None,CvhoujhN63k,13
80,Stop funding Russia's evil war!! No amount of soap will clean the blood off your hands.,False,None,CvhoujhN63k,10
81,Unilever: International sponsor of war,False,None,CvhoujhN63k,9
82,There isn't enough detergent to clean what's happening. #RussiaIsATerroristState #BoycottUnilever,False,None,CvhoujhN63k,23
83,Stop is financially russia!!!,False,None,CvhoujhN63k,21
84,The sponsor of War! 🤬,False,None,CvhoujhN63k,22
85,UniEvil🤮,False,None,CvhoujhN63k,20
86,#russiaisaterroriststate #stopfundingwar,False,None,CvhoujhN63k,10
87,Are you still sponsor war?,False,None,CvhoujhN63k,7
88,Ви є спонсорами тероризму! Ганьба,False,None,CvhoujhN63k,22
89,I’m stopping to buy your products while you’re sponsoring the war!,False,None,CvhoujhN63k,7
90,#boycottunilever #russianterroriststate,False,None,CvhoujhN63k,3
91,Unilever is funding the war!,False,None,CvhoujhN63k,0
92,BOYCOTT ALL @unilever PRODUCTS THAT ARE BEING SOLD IN R*ZZ*A IS A TERRORIST STATE...The Taxes Collected by The Terrorist State is Fuelling the GENOCIDE IN UKRAINE 🇺🇦!,False,None,CvhoujhN63k,7
93,#russiaisaterroristate,False,None,CvhoujhN63k,4
94,Money doesn't smell like the blood of Ukrainians?! You are sponsors of terrorism! @unilever Shame!!!!!,False,None,CvhoujhN63k,11
95,@unilever PULL OUT OF R*ZZ*A ...YOU ARE ACCOMPLICES TO GENOCIDE IN UKRAINE!!,False,None,CvhoujhN63k,4
96,Shame on unilever sponsor of russian war,False,None,CvhoujhN63k,8
97,Still sponsoring the murder of children?,False,None,CvhoujhN63k,3
98,You are war sponsors!,False,None,CvhoujhN63k,7
99,🌏🌏🌏🌏🌏🌏🌏🌻,False,None,CvhoujhN63k,5
100,Sponsor🤑of war☠️ #russiaisaterroriststate,False,None,CvhoujhN63k,14
101,"Kudos to Unilever for making laundry a breeze with their innovative laundry sheets! 🌟💧 Providing convenience, sustainability, and effective cleaning in one simple sheet.",False,None,CvhoujhN63k,2
102,Sponsor funding war #russiaisaterroriststate,False,None,CvhoujhN63k,28
103,Hi future makers! How is the war bussiness going? Still working with terrorists?,False,None,CvhoujhN63k,14
104,👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽,False,None,CvhoujhN63k,2
105,@unilever,False,None,CvhoujhN63k,1
106,@unilever you are sponsoring genocide and war!,False,None,CvhoujhN63k,5
107,"Unilever is a dirty company, and it is not good. Leave Russia!",False,None,CvhoujhN63k,24
108,Still in Russia then !! Keep sponsoring putin !! Keep killing innocent people!! Idiots !! #getoutofrussianow,False,None,CvhoujhN63k,5
109,you are supporting terrorism,False,None,CvhoujhN63k,4
110,#warinukraine,False,None,CvhoujhN63k,10
111,Stop supporting russia!,False,None,CvhoujhN63k,6
112,Shame on you!!!!!!!! You help kill women and children!! You choose money over life!! Disgraceful!!,False,None,CvhoujhN63k,13
113,#russianisateroriststate why are you sponsoring terrorists? shame on you,False,None,CvhoujhN63k,5
114,As good as rubles?,False,None,CvhoujhN63k,26
115,#stoprussia,False,None,CvhoujhN63k,7
116,🙌,False,None,CvhoujhN63k,1
117,😢,False,None,CvhoujhN63k,1
118,🙌,False,None,CvhoujhN63k,1
119,Why fragrance? Not necessary at all. Better for the environment and sensitive skin.,False,None,CvhoujhN63k,4
120,@gr8ink_tt,False,None,CvhoujhN63k,0
121,Fantástico,False,None,CvhoujhN63k,2
122,🙌🙌,False,None,CvhoujhN63k,2
123,5 Wo.Antworten,False,None,CvhoujhN63k,0
124,https://www.instagram.com/reel/CvpACfeIbL-/?igshid=MzRlODBiNWFlZA==,False,None,CvhoujhN63k,0
125,stop sponsoring russia to killing people in Ukraine #russiaisaterroriststate,False,None,CvhoujhN63k,0
126,unilever is funding the war #russiaisoccupier #russiaisaterroriststate,False,None,CvhoujhN63k,0
127,Stop funding genocide!!,False,None,CvhoujhN63k,0
128,Stop supporting death!,False,None,CvhoujhN63k,0
129,You must leave russian market and stop sponsoring the war!,False,None,CvhoujhN63k,0
130,Unilever - STOP supporting Putin!,False,None,CvhoujhN63k,0
131,you are a disappointment to the world 💔💔💔💔💔,False,None,CvhoujhN63k,0
132,#russiaisaterroriststate 🤬and you are sponsor of terrorism !,False,None,CvhoujhN63k,0
133,@unilever you pay with your taxes in Russia for missiles that kill people in Ukraine every day,False,None,CvhoujhN63k,0
134,#russiaisaterroriststate #stoprussia #stopwarinukraine #stopsponsoringrussia #stopsponsoringwar,False,None,CvhoujhN63k,0
135,Shame on you!,False,None,CvhoujhN63k,0
136,Stop❗️ sponsoring the war in Ukraine 🇺🇦,False,None,CvhoujhN63k,0
137,4 Wo.Antworten,False,None,CvhoujhN63k,0
138,Sponsor of death and destruction,False,None,CvhoujhN63k,0
139,I will never support a company who supports and funds genocide. #boycottunilever,False,None,CvhoujhN63k,0
140,Funding war in Ukraine 🤮,False,None,CvhoujhN63k,0
141,Stop support #russiaisaterroriststate !!!,False,None,CvhoujhN63k,0
142,Why are you still operating in Russia!!!! 🤬,False,None,CvhoujhN63k,0
143,"shame on you, you support the genocide of the Ukrainian people",False,None,CvhoujhN63k,0
144,Stop sponsoring war! If u will continue u are the same terrorist as fu..g Russia,False,None,CvhoujhN63k,0
145,I no longer buy your items because you are still working with russia #russiaisaterroriststate,False,None,CvhoujhN63k,0
146,War sponsor 🤮,False,None,CvhoujhN63k,0
147,Unilever is a sponsor of terrorism!!!stop sponsoring russia!!,False,None,CvhoujhN63k,0
148,🤬🤬🤬 the sponsor of war!!!,False,None,CvhoujhN63k,0
149,Viva la Russia!,False,None,CvhoujhN63k,0
150,"Stop sponsoring terrorists, get out of Russia now!",False,None,CvhoujhN63k,0
151,😍,False,None,CvhoujhN63k,0
152,Not enough power in any of your detergents to get that blood off your hands #unileversponsorofwar #boycottunilever,False,None,CvhoujhN63k,0
153,Спонсори тероризму!!!,False,None,CvhoujhN63k,0
154,Official sponsor of war🤢,False,None,CvhoujhN63k,0
155,War Supporter 🤢🤢🤢stop Russian war funding,False,None,CvhoujhN63k,0
156,Sponsor of war !!!,False,None,CvhoujhN63k,0
157,#unileversponsonsorsterrorism,False,None,CvhoujhN63k,0
158,I don’t think the blood of Ukrainians will be that simple to wash away. #unileverinternationalsponorofwar,False,None,CvhoujhN63k,0
159,Unilever - proud sponsor of the russian war machine,False,None,CvhoujhN63k,0
160,#stopwarinukraine #stopwar #rossiaterrorist,False,None,CvhoujhN63k,0
161,That won’t wash away the blood of the ruzzian genocide in Ukraine. Boycott Unilever.,False,None,CvhoujhN63k,0
162,"Unilever, international sponsor of state terrorism #russiaisaterroriststate",False,None,CvhoujhN63k,0
163,Vergogna. Fate schifo.,False,None,CvhoujhN63k,0
164,@unilever support russia #rusiaisaterroriststate,False,None,CvhoujhN63k,0
165,Stop 🛑 stop terrorism🇺🇦,False,None,CvhoujhN63k,0
166,STOP FUNDING THE WAR. #russiaisaterroriststate,False,None,CvhoujhN63k,0
167,Dirty laundry..dirty money : stop supporting the war machine,False,None,CvhoujhN63k,0
168,Stop funding russia's war @unilever,False,None,CvhoujhN63k,0
169,#universalsponsorofwar,False,None,CvhoujhN63k,0
170,#shame #russiaisaterroriststate,False,None,CvhoujhN63k,0
171,@boycott_russia_official @russia.terrorist.state,False,None,CvhoujhN63k,0
172,🇷🇺🇷🇺🇷🇺🇷🇺,False,None,CvhoujhN63k,0
173,Stop funding the war !!!,False,None,CvhoujhN63k,0
174,Shame on you!!! Shame on you for doing business with Russia!!!!!,False,None,CvhoujhN63k,0
175,you support terrorists,False,None,CvhoujhN63k,0
176,@unilever STOP SPONSORING THE WAR #russiaisaterroriststate #unileversponsorofwar 🙌,False,None,CvhoujhN63k,0
177,Your products will no longer be purchased 🤮 You warmongers (you will also be subject to sanctions),False,None,CvhoujhN63k,0
178,"Shame on you for funding Russian terror. I will never be buying your products, ever.",False,None,CvhoujhN63k,0
179,Venraystraat 11 Arnhem Netherland. Go to this address if you wanna see the real evil,False,None,CvhoujhN63k,0
180,Wash your bloody money with this,False,None,CvhoujhN63k,0
181,#unileversponsorofwar,False,None,CvhoujhN63k,0
182,💩💩💩💩💩,False,None,CvhoujhN63k,0
183,Terrorist supporters! #russiaisaterroriststate,False,None,CvhoujhN63k,0
184,Oh Unilever.. Shame on you!!,False,None,CvhoujhN63k,0
185,#boycottunilever,False,None,CvhoujhN63k,0
186,You have no shame.,False,None,CvhoujhN63k,0
187,A reminder that any western company that does business in and pays taxes to Russia - like @Unilever - is directly financing Russia's continuing slaughter of Ukrainian civilians. #RussiaIsATerroristState,False,None,CvhoujhN63k,0
188,#stoprussia,False,None,CvhoujhN63k,0
189,#boycottunilever,False,None,CvhoujhN63k,0
190,#boycottunilever,False,None,CvhoujhN63k,0
191,A reminder that any western company that does business in and pays taxes to Russia - like @Unilever - is directly financing Russia's continuing slaughter of Ukrainian civilians. #RussiaIsATerroristState,False,None,CvhoujhN63k,0
192,#boycottunilever,False,None,CvhoujhN63k,0
193,Get out of Russia!,False,None,CvhoujhN63k,0
194,"Unilever owns Bryers, Klondike and Ben & Jerry's. Tell your investment managers to dump Unilever Stock",False,None,CvhoujhN63k,0
195,I just found out you guys are giving money to Russia. Say it isn't so unilver 😭😭😭😭,False,None,CvhoujhN63k,0
196,Thinking about your kids… they will live with the shame of the hundreds of thousands of lives you lost,False,None,CvhoujhN63k,0
197,"Hmmm, UniEvil hasn’t posted to IG in a week. They’re only doing stories now. I wonder why?",False,None,CvhoujhN63k,0
198,Thiefs!!,False,None,CvhoujhN63k,0
199,ZOV-yourself (ZOV=F.ck),False,None,CvhoujhN63k,0
200,How is it to sponsor a war?,False,None,CvhoujhN63k,0
201,No longer using any of your products. Complicit in funding war crimes.,False,None,CvhoujhN63k,0
202,#unileversponsorofwar #unileverterroristssponsor SHAME ON YOU,False,None,CvhoujhN63k,0
203,Yob@ni pidor@sy,False,None,CvhoujhN63k,0
204,I am trying to get in contact with your Wagner group. Can you please share the contact information?,False,None,CvhoujhN63k,0
205,Stop funding russia!!!Stop sponsoring war!!!,False,None,CvhoujhN63k,0
206,STOP COMMITTING GENOCIDE OF UKRAINIANS! STOP WORKING WITH RUSSIA 🤬,False,None,CvhoujhN63k,0
207,"Unilever, funding war crimes! Discusting company!",False,None,CvhoujhN63k,0
208,Not cool to do business with a terrorist regime,False,None,CvfWX6wsClf,64
209,Unilever is funding the War!,False,None,CvfWX6wsClf,50
210,#russiaisaterroriststate #standwithukraine,False,None,CvfWX6wsClf,42
211,International sponsor of terrorism!!!!!,False,None,CvfWX6wsClf,12
212,You must leave russian market and stop sponsoring the war!,False,None,CvfWX6wsClf,12
213,Спонсори тероризму,False,None,CvfWX6wsClf,6
214,"War sponsor, how are sleeping when terrorist killing civilian with your help?",False,None,CvfWX6wsClf,10
215,Stop funding the war,False,None,CvfWX6wsClf,24
216,sponsors of terrorism,False,None,CvfWX6wsClf,6
217,Another one in my list not to buy,False,None,CvfWX6wsClf,37
218,#boycottunilever,False,None,CvfWX6wsClf,16
219,You re sponsors of terrorism. Money doesn’t smell???,False,None,CvfWX6wsClf,6
220,Power cuts? Like the ones caused by Russian bombs in Ukraine? Bought woth Unilever money?,False,None,CvfWX6wsClf,56
221,stop sponsoring russia to killing people in Ukraine #russiaisaterroriststate,False,None,CvfWX6wsClf,11
222,Stop funding the war!!!!,False,None,CvfWX6wsClf,10
223,You are buying weapons by sponsoring the Russian government. And all you are worried about is the image of your freezers?,False,None,CvfWX6wsClf,14
224,Stop sponsoring the war!!! Pull out of Russia for good !,False,None,CvfWX6wsClf,16
225,Stop funding the war!,False,None,CvfWX6wsClf,0
226,"It's not cool to do business with a country that is waging a brutal war of genocide against another 👎. Stop funding Russia's criminal war in Ukraine, Unilever. Until you do, we will be banning ALL your products.",False,None,CvfWX6wsClf,45
227,#russiaisaterroriststate @unilever sponsor of WAR 🩸🩸🩸🩸🩸🩸🩸🩸,False,None,CvfWX6wsClf,13
228,War sponsor,False,None,CvfWX6wsClf,3
229,Stop sponsoring the mass-genocide of Ukraine by operating in ruzzia!! #boycottunilever,False,None,CvfWX6wsClf,6
230,"shame on you, you support the genocide of the Ukrainian people",False,None,CvfWX6wsClf,11
231,@unilever #rusiaisaterroriststate,False,None,CvfWX6wsClf,10
232,@unilever - sponsor of war! #boycottunilever ! 🩸,False,None,CvfWX6wsClf,8
233,So you are ready to produce freezers for dead bodies you already sponsored to kill ??,False,None,CvfWX6wsClf,8
234,Shame on unilever sponsor of russian war,False,None,CvfWX6wsClf,15
235,🩸🩸🩸war sponsor🩸🩸🩸🇷🇺💩,False,None,CvfWX6wsClf,5
236,Sponsored ruZZian fashizm & terrorism in Ukraine and the world 🌎,False,None,CvfWX6wsClf,5
237,#BoycottUnilever,False,None,CvfWX6wsClf,12
238,you are supporting terror!!are you ok?,False,None,CvfWX6wsClf,12
239,Unilever: International sponsor of war,False,None,CvfWX6wsClf,12
240,Stop funding the war @unilever!,False,None,CvfWX6wsClf,3
241,@unilever #stoprussianterrorism #russiaisaterroriststate #stopgenocideofukrainians #war,False,None,CvfWX6wsClf,8
242,War Sponsors 🤢,False,None,CvfWX6wsClf,8
243,#UNILEVERsponsorofwar 🇷🇺 #SponsorOfTerrorism,False,None,CvfWX6wsClf,10
244,🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸🩸,False,None,CvfWX6wsClf,11
245,Viva la Russia!,False,None,CvfWX6wsClf,3
246,@unilever - international sponsor of war!Shame!❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌,False,None,CvfWX6wsClf,8
247,🛑stop terrorism🇺🇦,False,None,CvfWX6wsClf,6
248,#boycottunilever,False,None,CvfWX6wsClf,8
249,#unilever #unileversponsorofwar,False,None,CvfWX6wsClf,5
250,Grande Unilever !!!!,False,None,CvfWX6wsClf,2
251,STOP HELPING RUSSIA RAPE AND KILL.,False,None,CvfWX6wsClf,19
252,🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦,False,None,CvfWX6wsClf,9
253,How many civilian Ukrainian corpses will fit in one of those freezers? Asking for a murderous fascist dictator UniEvil does business with.,False,None,CvfWX6wsClf,24
254,Fantástico,False,None,CvfWX6wsClf,2
255,"So it's been six days since the last time I told guys about @mariana_castro_fxt_platform__ and I've now gone from $1,500 to $10,500 you guys really need to get on board, dead easy no experience neede",False,None,CvfWX6wsClf,0
256,"I feel Impressed with the wonderful work well done. I took a risk to give a try of $700 and I received a payment of $14,000. Thank you so much @mariana_castro_fxt_platform__",False,None,CvfWX6wsClf,0
257,"I feel Impressed with the wonderful work well done. I took a risk to give a try of $700 and I received a payment of $14,000. Thank you so much @mariana_castro_fxt_platform__",False,None,CvfWX6wsClf,0
258,"I feel Impressed with the wonderful work well done. I took a risk to give a try of $700 and I received a payment of $14,000. Thank you so much @mariana_castro_fxt_platform__",False,None,CvfWX6wsClf,0
259,https://www.instagram.com/reel/CvpACfeIbL-/?igshid=MzRlODBiNWFlZA==,False,None,CvfWX6wsClf,0
260,"Unilever, international sponsor of state terrorism #russiaisaterroriststate",False,None,CvfWX6wsClf,0
261,Shame on you💩💩💩,False,None,CvfWX6wsClf,0
262,Stop funding genocide,False,None,CvfWX6wsClf,0
263,Omg 😱 these comments 🐏🐏🐏,False,None,CvfWX6wsClf,0
264,Grlory Russia!,False,None,CvfWX6wsClf,0
265,Uniliver supports Russian terrorism in Ukraine. Screw them!,False,None,CvfWX6wsClf,0
266,I think we broke UniEvil's IG.,False,None,CvfWX6wsClf,0
267,🤮🤮🤮🤮🤮,False,None,CvfWX6wsClf,0
268,How many do you have in Russia?,False,None,CvfWX6wsClf,0
269,"Unilever, funding war crimes! Discusting company!",False,None,CvfWX6wsClf,0
270,"Money doesn’t have a smell, isn’t it dear? Making Bloody money on Ukrainian lives in #russiaisaterroriststate",False,None,CvXe5CMK9hJ,28
271,What about the homes of Ukrainians you help kill? #unilever #unileversponsorofwar,False,None,CvXe5CMK9hJ,8
272,How’s the war sponsoring going on?! Feels good with loaded pockets of blood money?,False,None,CvXe5CMK9hJ,17
273,"🇺🇦BOYCOTT DOVE AND UNILEVER BRANDS: Unilever continues to finance Putin's war of aggression against the Ukrainian people, despite claiming to have ceased cash flow in the countr. Additionally, Unilever has announced their employees in Russia may be conscripted. Slava Ukraini! Glory to the defenders!🇺🇦",False,None,CvXe5CMK9hJ,36
274,Now it is about killing innocent people in Ukraine 🤮🤮🤮,False,None,CvXe5CMK9hJ,8
275,Home care is also about having a home. #ExitRussia #RussiaIsATerroristState #BoycottUnilever,False,None,CvXe5CMK9hJ,10
276,"Unilever’s Russian taxes go to destroy home, in fact",False,None,CvXe5CMK9hJ,23
277,Sponsors of war in Ukraine,False,None,CvXe5CMK9hJ,3
278,"Suggested edit: ""cleaning our homes and doing the laundry is no longer just about killing germs and removing stains. It's about killing Ukrainians and remove them from their homes too! Wondering if Peter ter Kulve cares about this at all, or if it's just the profits that are being made from Unilevers continued presence in Russia that provide him with ""satisfying experiences...and moments of joy"" 🤔",False,None,CvXe5CMK9hJ,18
279,🛑 stop terrorism,False,None,CvXe5CMK9hJ,5
280,"“Our aim is to be ahead of trends” they claim, yet they’re not able to leave Russia. Shame on you",False,None,CvXe5CMK9hJ,1
281,#russiaiaaterroriststate,False,None,CvXe5CMK9hJ,19
282,the face of true bloody money! you support ruZZism! because of you millions of people have gone from their home! because of you someone has lost their child! big big shame on you!! #russiaisaterroriststate,False,None,CvXe5CMK9hJ,6
283,No more Seven Generation products for our family.,False,None,CvXe5CMK9hJ,9
284,"Unilever is funding a war, so not buy their products, their hands are dirty with innocent blood",False,None,CvXe5CMK9hJ,34
285,Peter! Do u have humanity in you? Do u know that u helping to kill innocent people?,False,None,CvXe5CMK9hJ,6
286,Shame,False,None,CvXe5CMK9hJ,0
287,cleaning our homes/doing the laundry and sponsoring ruzzia in UA. cringe or multifunction?,False,None,CvXe5CMK9hJ,9
288,Bloody Peter go out,False,None,CvXe5CMK9hJ,8
289,Funding the Russian war machine smells like terrorism to me,False,None,CvXe5CMK9hJ,6
290,President of your efforts to fund the Russian terrorist regime. Psychopaths always look so mundane don’t they?,False,None,CvXe5CMK9hJ,3
291,#russiaisaterroriststate #russiaisaterroriststate #russiaisaterroriststate Busta lavorare con la Russia #russiaisaterroriststate,False,None,CvXe5CMK9hJ,6
292,"Shame on you peter, you have blood on your hands🩸 and your Dove soap can’t wash it off! #boycottunilever 🚫",False,None,CvXe5CMK9hJ,8
293,Ви вбивці,False,None,CvXe5CMK9hJ,6
294,"Look at that forced smile. Behind those eyes is a mental cocktail of greed, cynicism, and a callous disregard for murdered civilians. There might be a dash of shame in there, but not enough to prevent this man from shilling for UniEvil.",False,None,CvXe5CMK9hJ,13
295,🩸🩸🩸🩸🩸🩸🩸🩸💰💰💰💰💰,False,None,CvXe5CMK9hJ,9
296,ruZZia is a terrorist state! Pull out of the terrorist state until their dictator is replaced & their military leaves my family alone in Ukraine 🇺🇦,False,None,CvXe5CMK9hJ,1
297,💩,False,None,CvXe5CMK9hJ,4
298,🩸🩸🩸🇷🇺💩🇷🇺💩🩸🩸🩸sponsor of terrorizm,False,None,CvXe5CMK9hJ,6
299,War company helping Putin try to kill my loved ones,False,None,CvXe5CMK9hJ,12
300,The killer’s!,False,None,CvXe5CMK9hJ,2
301,Stop producing so much Plastics! Evil Corp,False,None,CvXe5CMK9hJ,4
302,Never buying your product again.,False,None,CvXe5CMK9hJ,3
303,Killer,False,None,CvXe5CMK9hJ,1
304,How much rubles did he received?,False,None,CvXe5CMK9hJ,11
305,4 Wo.Gefällt 1 MalAntworten,False,None,CvXe5CMK9hJ,0
306,👏👏,False,None,CvXe5CMK9hJ,2
