ID,Text,Is_Activism,Category,Post_Id,Like_Count
46,😎,False,None,CwUehWCNUMq,1
47,😍😍,False,None,CwUehWCNUMq,3
48,❤️,False,None,CwUehWCNUMq,1
49,é gata - creeddooo...,False,None,CwUehWCNUMq,0
50,😍😍😍,False,None,CwUehWCNUMq,2
51,@koka_rm96 هاي مو اني؟,False,None,CwUehWCNUMq,1
52,😍😍😍😍,False,None,CwUehWCNUMq,1
53,👑🫶🏻🫵🏻,False,None,CwUehWCNUMq,1
54,💯🔝💯🔝💯🔝,False,None,CwUehWCNUMq,1
55,👏🔥👏🔥👏🔥,False,None,CwUehWCNUMq,1
56,Puma😍,False,None,CwUehWCNUMq,1
57,how can i get the jacket in China😢😢,False,None,CwUehWCNUMq,0
58,❤️,False,None,CwUehWCNUMq,0
59,😮👏😍😍👏🙌,False,None,CwUehWCNUMq,0
60,😍🔥🔥,False,None,CwUehWCNUMq,1
61,@yocelinjaziz,False,None,CwUehWCNUMq,1
62,@nadiaocampo,False,None,CwUehWCNUMq,1
63,❤️❤️❤️❤️❤️❤️❤️,False,None,CwUehWCNUMq,1
64,I'm free right now 🔥😍,False,None,CwUehWCNUMq,1
65,@dualipa The most beautiful being ever ... ❤️❤️❤️💎💎💎🔥🔥🔥 😎😎😎🤘🤘🤘,False,None,CwUehWCNUMq,0
66,❤️❤️❤️💎💎💎🔥🔥🔥😎😎😎🤘🤘🤘,False,None,CwUehWCNUMq,0
67,@dualipa #dualipa 💎💎💎,False,None,CwUehWCNUMq,0
68,✌,False,None,CwUehWCNUMq,0
69,Mwah❤️❤️❤️❤️,False,None,CwUehWCNUMq,0
70,💋💋💋💋💋,False,None,CwUehWCNUMq,0
71,I can’t handle with this prettiest woman!!!!😭❤️🥺,False,None,CwUehWCNUMq,0
72,🥺🖤,False,None,CwUehWCNUMq,0
73,Fan❤️,False,None,CwUehWCNUMq,0
74,🐆🔥❤️,False,None,CwUehWCNUMq,0
75,"DUUAA LINDA, LOVE U ♥️😍♥️😍♥️",False,None,CwUehWCNUMq,0
76,Gorgeous 😍🥰,False,None,CwUehWCNUMq,0
77,😍😍😍😍😍😍,False,None,CwUehWCNUMq,0
78,Happy anniversary👏👏👏,False,None,CwUehWCNUMq,0
79,💙💙💙,False,None,CwUehWCNUMq,0
80,😍😍😍,False,None,CwUehWCNUMq,0
81,I’m getting my gf that jacket🔥,False,None,CwUehWCNUMq,0
82,Dm your music video to @globalhiphops for feature,False,None,CwUehWCNUMq,0
83,❤️🔥,False,None,CwUehWCNUMq,0
84,😍😍😍👏🔥,False,None,CwUehWCNUMq,0
85,mi señora,False,None,CwUehWCNUMq,0
86,❤️,False,None,CwUehWCNUMq,0
87,#cactus_org_,False,None,CwUehWCNUMq,0
88,#ispuma #puma4me #dualipamylov #dua_lipnah #dualipa_my_sweetInn @nirr_curvecrashh #Dualipa❤️ 😘🫂📷👏,False,None,CwUehWCNUMq,0
89,Doola 💕,False,None,CwUehWCNUMq,0
90,😍🔥,False,None,CwUehWCNUMq,0
91,👏👏👏🔥🔥🔥🙌🙌🙌❤️❤️,False,None,CwUehWCNUMq,0
92,❤️,False,None,CwUehWCNUMq,0
93,this is literally you @durgasoo,False,None,CwUehWCNUMq,0
94,❤️Blessings ❤️👏👏👏,False,None,CwUehWCNUMq,0
95,She's 🔥🔥🔥🔥🔥🔥,False,None,CwUehWCNUMq,0
96,🔥🔥🔥,False,None,CwUehWCNUMq,0
97,👌,False,None,CwUehWCNUMq,0
98,DO A LEEEEEEEEEP!!!!,False,None,CwUehWCNUMq,0
99,How Cool 🤍,False,None,CwUehWCNUMq,0
100,طراحی های کلاسیک و مینیمال پوما ، واقعاً قشنگه 😍,False,None,CwUehWCNUMq,0
101,my favorite singer Dua Lipa <3 <3 <3 <3,False,None,CwUehWCNUMq,0
102,خزه داداش,False,None,CwUehWCNUMq,0
103,What a beautiful collab puma and dua,False,None,CwUehWCNUMq,0
104,❤️❤️❤️,False,None,CwUehWCNUMq,0
105,🤍,False,None,CwUehWCNUMq,0
106,🔥❤️,False,None,CwUehWCNUMq,0
107,Mi marca favorita y la morra que me gusta 😍,False,None,CwUehWCNUMq,0
108,👏👏👏👏👏👏👏👏❤️,False,None,CwUehWCNUMq,0
109,"Film documentary.. ** The true cost **The True Cost is a 2015 documentary film directed by Andrew Morgan that focuses on fast fashion, please see everyone who doesn’t know how fast fashion works. It’s important to know that we support and stimulate the growth of free labor force in the countries of the third world, then in what conditions do those people work that they live, what they eat, how they wait for their relatives to die with them in their arms, how 50 people die every day in each factory from chemicals with which they work.How they are neglected and how they are treated in production, these people will benefit from rallies and die in order to at least raise their salaries to a minimum of 160 dollars a month so that they do not deflate with hunger, you yourself would be ready to work for 160 euros to miss, just not to starve to death? Do you think you need so many things? You do not wear them in truth, let's look at the facts realistically, we terrorize each other ourselves. So it's mostly the fault of the big companies, but still we serve them, we all. If we all think intelligently about our actions, the world will look different.",False,None,CwUehWCNUMq,0
110,Never missed in her life 🙅‍♂️,False,None,CvKqAUstNNs,4
111,Stunning 😎,False,None,CvKqAUstNNs,5
112,Türk liderlerini seviyorsanız onları daha iyi tanımak için bizi takip edin❤️,False,None,CvKqAUstNNs,1
113,Puma is blessed brand,False,None,CvKqAUstNNs,4
114,😍❤️,False,None,CvKqAUstNNs,1
115,Puma pants?,False,None,CvKqAUstNNs,1
116,First like 🥰🥰,False,None,CvKqAUstNNs,1
117,Jeeezzzzz 😍,False,None,CvKqAUstNNs,1
118,🙌🙌🔥🙌,False,None,CvKqAUstNNs,1
119,🔥🔥🔥,False,None,CvKqAUstNNs,3
120,😍😍😍,False,None,CvKqAUstNNs,1
121,❤️,False,None,CvKqAUstNNs,1
122,👏👏👏,False,None,CvKqAUstNNs,1
123,🔥🔥🔥 @puma @pumasportstyle,False,None,CvKqAUstNNs,1
124,👏👏👏,False,None,CvKqAUstNNs,2
125,🙌,False,None,CvKqAUstNNs,1
126,🔥🔥,False,None,CvKqAUstNNs,1
127,@iamzlatanibrahimovic ❤️,False,None,CvKqAUstNNs,1
128,👍👍,False,None,CvKqAUstNNs,1
129,🐕🔥❤️,False,None,CvKqAUstNNs,1
130,🔥,False,None,CvKqAUstNNs,1
131,🔥,False,None,CvKqAUstNNs,1
132,"Thank you so much for helping me out in distress I do not know what I would do without your support not once but many times, you have been there for me like a true friend would be, i have never expressed it to you, but it means a lot when I say thank you, so a heartfelt thank you from me to you because people like you are the chosen few You are simply great...thank you so much @wealth_with_felicia",False,None,CvKqAUstNNs,1
133,"Thank you so much for helping me out in distress I do not know what I would do without your support not once but many times, you have been there for me like a true friend would be, i have never expressed it to you, but it means a lot when I say thank you, so a heartfelt thank you from me to you because people like you are the chosen few You are simply great...thank you so much @wealth_with_felicia",False,None,CvKqAUstNNs,1
134,🙌🔥,False,None,CvKqAUstNNs,0
135,😍😍😍,False,None,CvKqAUstNNs,0
136,😍😍,False,None,CvKqAUstNNs,0
137,"Damn it, Puma, how the hell there are no top models in your own stores? And what is up with your marketing in countries like turkey? I see the obvious ways for you to sell more. Seriously.",False,None,CvKqAUstNNs,0
138,awesome,False,None,CvKqAUstNNs,0
139,🙌🙌🙌,False,None,CvKqAUstNNs,0
140,Süper 💚,False,None,CvKqAUstNNs,0
141,🙌,False,None,CvKqAUstNNs,0
142,@ennergoatcia ya sponsor ol boydan gelsin yaparsın puma,False,None,CvKqAUstNNs,0
143,https://youtu.be/uv5q51HzC5c,False,None,CvKqAUstNNs,0
144,5 Wo.Antworten,False,None,CvKqAUstNNs,0
145,❤️,False,None,CvKqAUstNNs,0
146,E eèèèeeèeèèeèeeèè,False,None,CvKqAUstNNs,0
147,Gostei,False,None,CvKqAUstNNs,0
148,👏,False,None,CvKqAUstNNs,0
149,❤️,False,None,CvKqAUstNNs,0
150,Looks sick 🔥 Load of free footballs about to go floating down that river 🙈,False,None,Cu9ggRztTHq,2
151,Puma shoes quality is very bad,False,None,Cu9ggRztTHq,3
152,This looks AMAZING!!!!! 🤩,False,None,Cu9ggRztTHq,0
153,Collaborate with genoa♥️💙,False,None,Cu9ggRztTHq,1
154,🔥 🔥 🔥,False,None,Cu9ggRztTHq,1
155,😮,False,None,Cu9ggRztTHq,1
156,Insane 🚀🚀,False,None,Cu9ggRztTHq,1
157,❤️,False,None,Cu9ggRztTHq,0
158,Wow soo cool 💯👌❤️,False,None,Cu9ggRztTHq,0
159,EPIC! 🔥,False,None,Cu9ggRztTHq,0
160,🧡🔥⚽️💫,False,None,Cu9ggRztTHq,0
161,👏👏👏,False,None,Cu9ggRztTHq,0
162,🙌,False,None,Cu9ggRztTHq,0
163,This is too cool❤️,False,None,Cu9ggRztTHq,0
164,🔥🔥🔥🔥,False,None,Cu9ggRztTHq,0
165,🔥🔥,False,None,Cu9ggRztTHq,0
166,Water footbaaaaaaaaaaqll,False,None,Cu9ggRztTHq,0
167,😍😍,False,None,Cu9ggRztTHq,0
168,❤️,False,None,Cu9ggRztTHq,0
169,🔥🔥🔥,False,None,Cu9ggRztTHq,0
170,Pitch perfect,False,None,Cu9ggRztTHq,0
171,😍,False,None,Cu9ggRztTHq,0
172,🔥🔥🔥🔥,False,None,Cu9ggRztTHq,0
173,🔥🔥🔥,False,None,Cu9ggRztTHq,0
174,🔥🔥🔥,False,None,Cu9ggRztTHq,0
175,😮,False,None,Cu9ggRztTHq,0
176,What is Femmes Fatale for $1 Trillion?,False,None,Cu9ggRztTHq,0
177,🔥,False,None,Cu9ggRztTHq,0
178,😍,False,None,Cu9ggRztTHq,0
179,Sorry for the random approach I was going through your page and have some clean pics and an amazing personality listen I’ve been working on some of top influencers in America and Canada from what I’d see you would be the perfect match me ASAP if you’re interested 📉💸,False,None,Cu9ggRztTHq,0
180,🙌🙌🙌,False,None,Cu9ggRztTHq,0
181,Faltou voce nesta propaganda @minq_park,False,None,Cu9ggRztTHq,0
182,ROC,False,None,Cu9ggRztTHq,0
183,Awesome footage. What a team! ⚽️,False,None,Cu9ggRztTHq,0
184,@ndur.uk,False,None,Cu9ggRztTHq,0
185,🔥🔥🔥🔥🔥👏👏👏👏,False,None,Cu9ggRztTHq,0
186,😍,False,None,Cu9ggRztTHq,0
187,Damn dude . This is fire 🔥🔥🔥 . DM @viralraps and @raphitdailys and get it featured/promoted on there 🔥,False,None,Cu9ggRztTHq,0
188,👏👏👏,False,None,Cu9ggRztTHq,0
189,Such an amazing design @ukamirra.art !!!,False,None,Cu9ggRztTHq,0
190,So cool!!,False,None,Cu9ggRztTHq,0
191,😍😍😍,False,None,Cu9ggRztTHq,0
192,Vibes 😎,False,None,Cu9ggRztTHq,0
193,Is this for the whole period of the WWC. ? Or just for the AD. ?,False,None,Cu9ggRztTHq,0
194,Can you guys please stop your affiliation with that shit israel and start supporting Palestine. Get your act together please,False,None,Cu9ggRztTHq,0
195,Cool,False,None,Cu9ggRztTHq,0
196,Puma 🔥🔥🔥,False,None,Cu9ggRztTHq,0
197,Paying 5 Grand For The,False,None,Cu9ggRztTHq,0
198,Nah bro I ain't swimming all the way to get the damn ball.,False,None,Cu9ggRztTHq,0
199,🌈🩷,False,None,Cu9ggRztTHq,0
200,Ayyyy ⚽️,False,None,Cu9ggRztTHq,0
201,Que qualidade cara,False,None,Cu9ggRztTHq,0
202,A foto!,False,None,Cu9ggRztTHq,0
203,Sidney de @ennergoatcia ile reklam ve boydan foto yakışır puma kardeş,False,None,Cu9ggRztTHq,0
204,Qualidade e bela num só produto,False,None,Cu9ggRztTHq,0
205,Que lindooooooo,False,None,Cu9ggRztTHq,0
206,😊👌💗🇦🇺🔝,False,None,Cu9ggRztTHq,0
207,Dope,False,None,Cu9ggRztTHq,0
208,Bring back the Fenty x Puma creepers plz 😍,False,None,Cuw6B01N_nu,0
209,Rip 😭,False,None,Cuw6B01N_nu,5
210,Puma shows quality is very bad,False,None,Cuw6B01N_nu,1
211,Boycotting puma from today!,False,None,Cuw6B01N_nu,4
212,NOOOOOOOOOO💔💔,False,None,Cuw6B01N_nu,11
213,Viewtiful️❤️🐿️⁠💙,False,None,Cuw6B01N_nu,0
214,Respect button for you ❤️,False,None,Cuw6B01N_nu,1
215,♥️,False,None,Cuw6B01N_nu,4
216,❤️,False,None,Cuw6B01N_nu,0
217,Puma 🔥🔥🔥🔥,False,None,Cuw6B01N_nu,0
218,I’m boycotting too! Stop supporting illegal settlements. Stop buying puma!,False,None,Cuw6B01N_nu,3
219,Stop supporting israel❌❌,False,None,Cuw6B01N_nu,1
220,🖤🖤,False,None,Cuw6B01N_nu,0
221,👀📱👀📱👀📱👀📱👀📱👀📱👀📱👀📱,False,None,Cuw6B01N_nu,0
222,😍😍😍,False,None,Cuw6B01N_nu,0
223,❤️❤️❤️❤️,False,None,Cuw6B01N_nu,0
224,❤️❤️❤️🙌🏼,False,None,Cuw6B01N_nu,0
225,🙌🙌🙌 @puma,False,None,Cuw6B01N_nu,0
226,Best in class 😮‍💨😎,False,None,Cuw6B01N_nu,0
227,❤️🙌🔥👏😍,False,None,Cuw6B01N_nu,0
228,❤️‍🔥,False,None,Cuw6B01N_nu,0
229,🐆🔥❤️,False,None,Cuw6B01N_nu,0
230,🔥🔥🔥🔥🔥,False,None,Cuw6B01N_nu,0
231,🔝💯🔝💯🔝,False,None,Cuw6B01N_nu,0
232,🤜🏼🤛🏼🫵🏻👍,False,None,Cuw6B01N_nu,0
233,🙌,False,None,Cuw6B01N_nu,0
234,❤️❤️❤️,False,None,Cuw6B01N_nu,0
235,👍👍,False,None,Cuw6B01N_nu,0
236,🔥❤️,False,None,Cuw6B01N_nu,0
237,❤️,False,None,Cuw6B01N_nu,0
238,❤️,False,None,Cuw6B01N_nu,0
239,❤️,False,None,Cuw6B01N_nu,0
240,❤️,False,None,Cuw6B01N_nu,0
241,❣️,False,None,Cuw6B01N_nu,0
242,Puma israel supporter,False,None,Cuw6B01N_nu,0
243,"#russiaisterroriststate and puma is supporting the war, occupation of Ukrainian lands and genocide of Ukrainians",False,None,Cuw6B01N_nu,0
244,Amazing Red? Fucking shame... You pay taxes to the country of murderers.,False,None,Cuw6B01N_nu,0
245,Looks like your tv is broken g,False,None,Cuw6B01N_nu,0
246,❤️,False,None,Cuw6B01N_nu,0
247,🔥,False,None,Cuw6B01N_nu,0
248,The best🔥🔥🔥🔥😍😍😍,False,None,Cuw6B01N_nu,0
249,Puma the best quality nabervan🔥😍😍,False,None,Cuw6B01N_nu,0
250,🔥,False,None,Cuw6B01N_nu,0
251,👏,False,None,Cuw6B01N_nu,0
252,Classic,False,None,Cuw6B01N_nu,0
253,Love it !!,False,None,CtZXAhWNhuQ,3
254,Tuff,False,None,CtZXAhWNhuQ,6
255,❤️❤️,False,None,CtZXAhWNhuQ,1
256,Fresh 🔥,False,None,CtZXAhWNhuQ,1
257,Cozy💙🕊️💚,False,None,CtZXAhWNhuQ,1
258,🔥🔥🔥🔥🔥🔥,False,None,CtZXAhWNhuQ,1
259,T shirt price?,False,None,CtZXAhWNhuQ,3
260,Collaboration me 🍻,False,None,CtZXAhWNhuQ,3
261,😍,False,None,CtZXAhWNhuQ,1
262,Those are fire puma never gets old. I love how the brand still rings through to the youth even till today,False,None,CtZXAhWNhuQ,1
263,Need a puma youth basketball aau tournament for puma teams only ..,False,None,CtZXAhWNhuQ,1
264,Collaboration me 🍻,False,None,CtZXAhWNhuQ,1
265,Guapísimos los puna,False,None,CtZXAhWNhuQ,1
266,All matched up❤️,False,None,CtZXAhWNhuQ,4
267,Those are 🔥🔥💙,False,None,CtZXAhWNhuQ,1
268,😍😍😍😍,False,None,CtZXAhWNhuQ,0
269,Breakout szn incoming,False,None,CtZXAhWNhuQ,1
270,💯,False,None,CtZXAhWNhuQ,1
271,🔥🔥🔥,False,None,CtZXAhWNhuQ,1
272,Nice,False,None,CtZXAhWNhuQ,1
273,Legal!! Ok fine!!,False,None,CtZXAhWNhuQ,1
274,🐾🔥,False,None,CtZXAhWNhuQ,1
275,👀,False,None,CtZXAhWNhuQ,1
276,❤️❤️❤️❤️❤️❤️,False,None,CtZXAhWNhuQ,1
277,🙀,False,None,CtZXAhWNhuQ,1
278,@puma ✌🏻👊🏻💙,False,None,CtZXAhWNhuQ,2
279,🔥🔥🔥,False,None,CtZXAhWNhuQ,1
280,🔥,False,None,CtZXAhWNhuQ,1
281,❤️❤️❤️,False,None,CtZXAhWNhuQ,1
282,🔥🔥🔥,False,None,CtZXAhWNhuQ,1
283,👏👏👏,False,None,CtZXAhWNhuQ,1
284,🔥🔥🔥🔥🔥🔥🔥,False,None,CtZXAhWNhuQ,1
285,❤️❤️,False,None,CtZXAhWNhuQ,1
286,❤️,False,None,CtZXAhWNhuQ,1
287,‼️💧,False,None,CtZXAhWNhuQ,1
288,@puma Check our D’,False,None,CtZXAhWNhuQ,1
289,Puma perdón,False,None,CtZXAhWNhuQ,1
290,💜💜💜,False,None,CtZXAhWNhuQ,1
291,💙💙💙,False,None,CtZXAhWNhuQ,1
292,mmmmm,False,None,CtZXAhWNhuQ,1
293,Boycott Israel and boycott #boycottpuma PUMA SUPPRTS ISRAELI TERRORISM ❌❌❌ DO YOU SUPPORT ISRAELI APARTHEID,False,None,CtZXAhWNhuQ,1
294,I'm legitimately paying of the debts of,False,None,CtZXAhWNhuQ,0
295,🔥🔥🔥,False,None,CtZXAhWNhuQ,1
296,🤜🏼🤛🏼❤️🫵🏻🤘🏻🐅,False,None,CtZXAhWNhuQ,1
297,🔥👏 @puma,False,None,CtZXAhWNhuQ,0
298,💯🔝💯🔝💯🔝,False,None,CtZXAhWNhuQ,0
299,🔥🔥🔥🔥🔥,False,None,CtZXAhWNhuQ,0
300,💪🏻💪🏻💪🏻💪🏻,False,None,CtZXAhWNhuQ,0
301,yummy boy,False,None,CtZXAhWNhuQ,0
302,Pumadan bir şey almayın aşırı dandik ve geri iade almıyorlar,False,None,CtZXAhWNhuQ,0
303,🔥😎🤙🏽,False,None,CtZXAhWNhuQ,0
304,💚💚💚💚🙌🏼🙏🏼🔝💯,False,None,CtZXAhWNhuQ,0
305,Enjoy your summer! We miss you in the D.,False,None,CtZXAhWNhuQ,0
306,Can I be your model,False,None,CtZXAhWNhuQ,0
307,Need these!,False,None,CtZXAhWNhuQ,0
308,🔥🔥,False,None,CtZXAhWNhuQ,0
309,Good outfit :P,False,None,CtZXAhWNhuQ,0
310,❤️❤️❤️❤️❤️,False,None,CtZXAhWNhuQ,0
311,🙌,False,None,CtZXAhWNhuQ,0
312,Puma❤️❤️💯,False,None,CtZXAhWNhuQ,0
313,@ot,False,None,CtZXAhWNhuQ,0
314,Cuando llega ese pantalón Argentina que mi llo quier @puma,False,None,CtZXAhWNhuQ,0
