ID,Text,Is_Activism,Category,Post_Id,Like_Count
31,"Any questions I be here to help, my son got addicted to Fentanyl, the worsts nightmare that you as a parent can have",False,social,CwDTGFAOQEO,1
32,"I requested a ride with Mahamoudou (LICENSE plate: T113733C) at 2:35AM and he called and said he needed gas. He proceeded to go the opposite way for over an hour, now close to an hour and repeatedly decline calls and texts. It has been over a day and the ride is still continuing! I HAVE NOT RECEIVED ANY CONTACT FROM CUSTOMER SERVICE TO RESOLVE THE ISSUE. He refused to cancel the ride that I never got in! I want the ride cancelled, a refund, a report on him, a significant decrease on his Uber score! I have call receipts and screenshots. @uber",False,social,CwDTGFAOQEO,2
33,a uber não merece confiança nem se quer responde a reportagem sobre item caro que ficou no carro,False,social,CwDTGFAOQEO,4
34,"A Uber tá uma vergonha. Meu carro foi tomado de assalto por um passageiro da uber durante uma corrida e tudo q a Uber fez quando me ligou, foi pedir pra ficar tranquilo q o valor da quela corrida eu ia receber integralmente. Kkkk vergonha, eu perco meu carro durante uma corrida da Uber e tudo q ela faz e me dar o valor de uma corrida",False,social,CwDTGFAOQEO,1
35,Pido ayuda un conductor de Uber aparte de grosero mi pago fue el efectivo,False,social,CwDTGFAOQEO,2
36,"Vocês deveriam tomar vergonha na cara de vocês,cobram os valores cancelam viajens não estornam os pagamentos feitos pegaram meu voucher não me devolveremos pois paguei a viagem no debito.Hoje mais 74 no pix e não devolvem.Tomem vergonha na cara de vocês..Mercenarios",False,social,CwDTGFAOQEO,8
37,Uber taxi 拒載冇服務冇保障,False,social,CwDTGFAOQEO,1
38,اوبر باشه,False,social,CwDTGFAOQEO,1
39,uber você precisa ter empatia aos seus clientes,False,social,CwDTGFAOQEO,7
40,What I don’t understand is why doesn’t the government take FULL FINANCIAL support for the people? The only people who should be donating are the rich people who travel and those own bought/stole land from the natives.,False,social,CwDTGFAOQEO,3
41,"SHAME, @uber_br DIDN'T GIVE ME BACK MY PIX!!! On 06/18/2023 I made the complaint through the app and on 07/25/2023 I made the complaint through Instagram. It's been 61 days since the incident and @uber_br still hasn't returned my PIX. Shameful!",False,social,CwDTGFAOQEO,2
42,Uber your way to the time to travel series 🙌🙌🙌,False,social,CwDTGFAOQEO,1
43,Uber cares more about the wildfires than our president does and that’s wild 💀,False,social,CwDTGFAOQEO,58
44,Donate directly Don't let uber get their nice tax write offs,False,social,CwDTGFAOQEO,72
45,More than the government can do apparently,False,social,CwDTGFAOQEO,39
46,"Elites burn territory Hawaiians refuses to sell, and people pay for it instead of them? Pfft 😂",False,social,CwDTGFAOQEO,20
47,0,False,social,CwDTGFAOQEO,2
48,Nah no thanks,False,social,CwDTGFAOQEO,2
49,با وفا,False,social,CwDTGFAOQEO,0
50,Uber lo mejor ❤️,False,social,CwDTGFAOQEO,0
51,THE GOVERNMENT SHOULD BE HELPING THEM!,False,social,CwDTGFAOQEO,0
52,Roubb,False,social,CwDTGFAOQEO,0
53,Taxa Uber moto tá horrível***,False,social,CwDTGFAOQEO,0
54,Will you be adding Uber Rent Valet to Boston?,False,social,CwDTGFAOQEO,0
55,The worst App in Portugal,False,social,CwDTGFAOQEO,0
56,"Delivery on the floor, they dont come to our door to make the delivery and they say that we were contactad and thats always the Same story",False,social,CwDTGFAOQEO,0
57,@uber THE WORST APP 👏,False,social,CwDTGFAOQEO,0
58,You need a specific button to click if the driver’s car is filthy. I get Uber taxi or Ubers in Hong Kong all the time where an Uber driver has just smoked a cigarette in their car! I am not paying a premium for a car that smells toxic and you charge me for the cancelation fee! Smoking is NOT OK for Uber drivers. This needs to be a button where customers can easily reject an Uber that smells this bad! Not cool!,False,social,CwDTGFAOQEO,0
59,@uber @uber_br,False,social,CwDTGFAOQEO,0
60,Keep dreaming 🚮,False,social,CwDTGFAOQEO,0
61,You’re donating how much? And from the total@amount that you collect how much do you stay with cause like Walmart and all those companies that “donate” money that the customer gives them stay with like 20% for them and donate the rest.,False,social,CwDTGFAOQEO,0
62,!All a relief!.,False,social,CwDTGFAOQEO,0
63,Asking the riders for a donation so Uber can claim tax deduction on their taxes.....,False,social,CwDTGFAOQEO,0
64,DO NOT drive for @uber unless its your last resort. You can't access your earnings & there's a language barrier with customer support. Its even difficult to cancel your account!,False,social,CwDTGFAOQEO,0
65,Try paying your drivers fairly first,False,social,CwDTGFAOQEO,0
66,"Eu tenho uma idéia bilionária para o uber, Brasil 🇧🇷 @uber",False,social,CwDTGFAOQEO,0
67,My wife has cancer patients i want to request you please transfer the payout,False,social,CwDTGFAOQEO,0
68,And there is no way to contact you guyz it's a serious security issue,False,social,CwDTGFAOQEO,0
69,He has just ran away with my parcel,False,social,CwDTGFAOQEO,0
70,Whom should I report,False,social,CwDTGFAOQEO,0
71,Shall I contal the police,False,social,CwDTGFAOQEO,0
72,How risky it is,False,social,CwDTGFAOQEO,0
73,Hi there! I’ve messaged you a few times trying to find someone at Uber to speak with about a safety issue,True,political,CwAX4USoINK,4
74,You should support your drivers. Charging a lot of money from passengers and paying a $2 dollar for a delivery is a crime!!!!,False,political,CwAX4USoINK,2
75,"This issue is never resolved. I don't understand, we have to beg to work for you, this monopoly will have to end.",False,political,CwAX4USoINK,1
76,I've been trying to get a hold of somebody and get help with why I can't book a ride on my Uber. Do you guys actually pay these people because they sent responses back that don't pertain to what I asked???,False,political,CwAX4USoINK,4
77,Always double charged,False,political,CwAX4USoINK,0
78,A cada atualização o motorista ganha mesmo .,False,political,CwAX4USoINK,1
79,Até hojeeee,False,political,CwAX4USoINK,1
80,Increíble que descuenten viajes que no se hicieron y sigan descontando dsp de días.,False,political,CwAX4USoINK,1
81,"Cambie mi método de pago y me cobraron membresía anual, no me quieren devolver el dinero",False,political,CwAX4USoINK,1
82,Uber India is not helpful to me right now,False,political,CwAX4USoINK,1
83,"Canceling my membership bc you guys have been double charging me for several months and I’ve been trying to get this remedied for the last 2 months but instead of your customer service actually reading the information being sent to them, they just assume your customers are idiots who don’t know how much their membership is.",False,political,CwAX4USoINK,3
84,👏,False,political,CwAX4USoINK,1
85,How about standing with your drivers who break their backs for this company.,False,political,CwAX4USoINK,7
86,🥰🥰,False,political,CwAX4USoINK,1
87,@uber @lyft stand with the drivers and start increasing pay rates,False,political,CwAX4USoINK,3
88,💙💛,False,political,CwAX4USoINK,1
89,🥰🥰,False,political,CwAX4USoINK,0
90,"And what about palestine,syria,iraq",False,political,CwAX4USoINK,1
91,👏,False,political,CwAX4USoINK,1
92,"They stand with Ukraine, but not their drivers",False,political,CwAX4USoINK,1
93,"Don't like the new regulations for people that have pets! If you want to pay for my hospital bill, I'm very allergic to dogs and cats. It's are vehicle.",False,political,CwAX4USoINK,4
94,Stand with your drivers you twaatrags,False,political,CwAX4USoINK,5
95,Devuelvan la plata,False,political,CwAX4USoINK,0
96,Uber donates 500K...Awesome @uber,False,political,CwAX4USoINK,0
97,A uber ñ resolveu,False,political,CwAX4USoINK,0
98,"I requested a ride with Mahamoudou (LICENSE plate: T113733C) at 2:35AM and he called and said he needed gas. He proceeded to go the opposite way for over an hour, now close to an hour and repeatedly decline calls and texts. It has been over a day and the ride is still continuing! I HAVE NOT RECEIVED ANY CONTACT FROM CUSTOMER SERVICE TO RESOLVE THE ISSUE. He refused to cancel the ride that I never got in! I want the ride cancelled, a refund, a report on him, a significant decrease on his Uber score! I have call receipts and screenshots. @uber",False,political,CwAX4USoINK,0
99,Thank you Uber for all the support to Ukraine,False,political,CwAX4USoINK,0
100,Ya are the worst I wait over an hr to be picked up and got denied. I will never book Uber again,False,political,CwAX4USoINK,0
101,"They steals from the driver, they only gives one-half, sometimes one-third of the passenger's money to the driver.",True,political,Cvk8SVMAWNC,8
102,I’ve been trying for WEEKS to change the payment method to a different card on file and even sent messages and still haven’t been able to get it switched. Please help !,False,political,Cvk8SVMAWNC,2
103,"Hello, hope this message finds you well! I have sent a DM related to a unique art collaboration. It'd be great if you could spare a moment to check it. Thank you",False,political,Cvk8SVMAWNC,2
104,😮,False,political,Cvk8SVMAWNC,1
105,Entre que ese video es para Uber,False,political,Cvk8SVMAWNC,1
106,"Queria entender,porque só quando pede uma viagem que aparece a solicitação de identidade!só proque a pessoa tem pressa, aí o uber quer que tire fotos com RG e etc.Agora mesmo não aparece nada.",False,political,Cvk8SVMAWNC,1
107,I have a problem and no one answers me,False,political,Cvk8SVMAWNC,2
108,We tried to get an Uber XL to go to the airport. It said it was only 10 minutes away but when we confirmed it I told us to try again later. when you're trying to catch a flight!,False,political,Cvk8SVMAWNC,2
109,👏👏👏,False,political,Cvk8SVMAWNC,2
110,อัปเดต,False,political,Cvk8SVMAWNC,1
111,No me entregaron un paquete en Uber flash!! El conductor se llevó mi producto quien me devuelve el dinero que invertí?,False,political,Cvk8SVMAWNC,2
112,👌🏻,False,political,Cvk8SVMAWNC,1
113,Uma vergonha o que a Uber estão fazendo com os motoristas....estão bloqueando os dispositivos de milhares de motorista....isso é danos morais porque muitos só tem o Uber como seu ganha pão e a Uber estão fazendo essa maldade com os motoristas 😢.,False,political,Cvk8SVMAWNC,4
114,Please check dm,False,political,Cvk8SVMAWNC,0
115,"Gracias as well for ur great app, I was randomly looking at how much it cost to take a specific Uber Vehicle from work to home great reasonable prices I was thinking about telling u guys that I haven’t took a taxi since I was visiting chicago years ago 🚕",False,political,Cvk8SVMAWNC,1
116,"Powstaje nowy trend wśród kierowców, mają uruchomione kilka różnych aplikacji i jadąc jeszcze z klientem akceptują kolejnego w innej aplikacji, co powoduje rzeczywiste wydłużenie czasu oczekiwania na odbiór przez kolejnego klienta !!!",False,political,Cvk8SVMAWNC,2
117,Coloca o meu Fiat 147 no comfort 🙏🙏🙏,False,political,Cvk8SVMAWNC,1
118,@uber: WORST COMPANY IN THE WORD...,False,political,Cvk8SVMAWNC,1
119,"As an American, my government already donated 6b dollars, so they covered all our donations.💯",False,political,Cvk8SVMAWNC,9
120,Tell barisma to send some money over for the homeless and your Ukraine refugees we are housing and feeding,False,political,Cvk8SVMAWNC,7
121,I'll be sure to pass that on to the Biden's!,False,political,Cvk8SVMAWNC,4
122,4 Wo.Gefällt 1 MalAntworten,False,political,Cvk8SVMAWNC,0
123,Joe and hunter and the pedocrats already donated enough of my money.,False,political,Cvk8SVMAWNC,5
124,Fat dollars,False,political,Cvk8SVMAWNC,0
125,NO,False,political,Cvk8SVMAWNC,0
126,UM NICE 😮STADIUM..,False,political,Cvk8SVMAWNC,0
127,😮,False,political,Cvk8SVMAWNC,0
128,Nope,False,political,Cvk8SVMAWNC,0
129,❤️❤️❤️,False,political,Cvk8SVMAWNC,0
130,"Why is it when I drive to a red hot zone area, it disappears when I arrive?",False,political,Cvk8SVMAWNC,0
131,Botafogo,False,political,Cvk8SVMAWNC,0
132,❤️🙌,False,political,Cvk8SVMAWNC,0
133,Worst comes to worst company ever in US,False,political,Cvk8SVMAWNC,0
134,"I already did, with my tax dollars. Hopefully the government doesn't find out about the other 30+ active conflicts ongoing to this day.",False,political,Cvk8SVMAWNC,0
135,They should donate to us. With all $$ we gave em. Pigs,False,political,Cvk8SVMAWNC,0
136,"Hey I need help, someone is hacked my uber account and I can't fixed it",False,None,CvZ_0t_OW3r,10
137,Uber has a very poor customer support and grievance redressal approach.,False,None,CvZ_0t_OW3r,1
138,"Hello, I did three rides today and I didn’t get paid for the third ride. It was a long trip also",False,None,CvZ_0t_OW3r,2
139,"More than a month with my account deactivated due to a false report after 6 years working for you, they do not give me the right to defend myself or accept my evidence, an arbitrary decision with no right for the driver.",False,None,CvZ_0t_OW3r,9
140,Why do you never respond to messages?,False,None,CvZ_0t_OW3r,4
141,🔥 Awesome. Looking forward to utilizing this!,False,None,CvZ_0t_OW3r,2
142,Love you Uber I appreciate all your services and thank you for my promotion this week 🙏🏾,False,None,CvZ_0t_OW3r,2
143,Is that why your colleague comes back to say we do not refund from 2 days ago if there was available information on how to get in touch with Über Eat I won’t have to go through Instagram I have been emailing since the order where is my money where do you think you are take peoples money and never deliver the food cause you have such a competent employee who cannot even read google maps I won’t let go of this,False,None,CvZ_0t_OW3r,0
144,I just used Uber Rent this past weekend and it was actually as easy as booking a normal ride 👀,False,None,CvZ_0t_OW3r,3
145,Nice 🙂,False,None,CvZ_0t_OW3r,1
146,👏🔥,False,None,CvZ_0t_OW3r,2
147,❤️🔥😍,False,None,CvZ_0t_OW3r,1
148,I already sent by dm,False,None,CvZ_0t_OW3r,1
149,🔥🔥🔥🔥🔥🔥,False,None,CvZ_0t_OW3r,2
150,EMERGENCY,False,None,CvZ_0t_OW3r,0
151,Boa noite! Tentei por vários meus no app mas não consigo resposta para o problema. Há questão é não consigo mandar mensagem para os motoristas.,False,None,CvZ_0t_OW3r,0
152,"Hello Uber team! As an artist, I am thrilled to connect with your innovative company. Your commitment to revolutionizing transportation and providing convenient rideshare services is truly remarkable. I would be honored to collaborate with Uber on a sand art project that visually celebrates the impact of your platform in connecting people and empowering mobility. Together, we can create a captivating artwork that showcases the convenience, accessibility, and efficiency of Uber's services. Let's use the medium of sand art to convey the message of seamless travel experiences and the positive influence Uber has on modern urban living.",False,None,CvZ_0t_OW3r,2
153,22 dollars for a 5 minute ride is crazy,False,None,CvZ_0t_OW3r,3
154,"@nyctaxi You should pay attention to the robbery that this company has, I charge $82 for a trip to JFK and I pay the driver $46 🤦🏻‍♂️ without this company making repairs to the car, gasoline, or the risk on the road",False,None,CvZ_0t_OW3r,3
155,My uber account unavailable online problem please fix,False,None,CvZ_0t_OW3r,2
156,"@uber_br pior app hoje descontaram do meu pix e não vieram e não fui ressarcida até agora , quero de volta meu dinheiro",False,None,CvZ_0t_OW3r,1
157,@uber why are refusing to refund an order that never arrived after 5 hours of waiting? Do you find that acceptable? I ordered at 11pm and finally fell asleep at 3am waiting. You need to resolve this.,False,None,CvZ_0t_OW3r,2
158,cómo se cancela uber one? Ya me hicieron el cargo y no encuentro la opción de cancelar.,False,None,CvZ_0t_OW3r,4
159,A cidade de Florianópolis pede Uber Black,False,None,CvZ_0t_OW3r,2
160,How can I be the person delivering the vehicles?,False,None,CvZ_0t_OW3r,0
161,@uber,False,None,CvZ_0t_OW3r,0
162,Why wussol is not working with me on Uber??? I can’t get a ride with wusool on Uber??!,False,None,CvZ_0t_OW3r,3
163,I am really tired of getting into Ubers where I am made to feel uncomfortable because they don’t wanna do “traffic” or drive anything but close. Uber is a TAXI SERVICE. Please make it clear if they’re going to do Ubers to be accepting of the rides or don’t apply to be a Uber driver! That’s not right I have to be uncomfortable & having to argue over a TAXI SERVICE!,False,None,CvZ_0t_OW3r,3
164,Uber has the worst and weakest support system,False,None,CvZ_0t_OW3r,5
165,Uber,False,None,CvZ_0t_OW3r,1
166,"SHAMED, how to contact uber when you are victim of hacking ?",False,None,CvZ_0t_OW3r,0
167,EMERGENCY,False,None,CvZ_0t_OW3r,0
168,"I always drive late at night. But the night is always full of unstable factors. It was just before two o'clock in the morning when I got a pick-up request outside a bar. When I got to the gate, a third person came up and kicked my car and insulted me. As soon as I got out of the car, I called the police and left the perpetrator behind. Passenger waiting to board and report to Uber that I am having an altercation with a third party. Later, the passenger canceled the ride, and Uber's security team called me, asked me to provide what happened, and permanently deactivated my account. I don't think it's my fault. In fact, I've been working at Uber for a year now. My rating is consistently above 4.97 and I drive over 4000 trips in a year. Uber deactivated my account, no one really knew what was going on, and the customer reported me to Uber without even getting in the car. At this point, I lost my means of earning a living just because I met a madman on the road",False,None,CvZ_0t_OW3r,6
169,Nutzlos ist Uber,False,None,CvZ_0t_OW3r,2
170,Uber is stealing My mail account and it's support si awful,False,None,CvZ_0t_OW3r,2
171,Cuando lanzan los drones eléctricos cuando los lancen invierto en ustedes,False,None,CvZ_0t_OW3r,3
172,😍😍😍,False,None,CvZ_0t_OW3r,1
173,Affirm yes,False,None,CvZ_0t_OW3r,1
174,❤️,False,None,CvZ_0t_OW3r,0
175,Boa tarde!,False,None,CvZ_0t_OW3r,0
176,Don't single ladies use uber rickshaw seriously pathetic situation with me they charged extra money on the road... Uber Rickshaw it's very unsafe,False,None,CvZ_0t_OW3r,0
177,@uber MALÍSIMA PUBLICIDAD DEL PARRULLERO GALATICO en mexico. Me da pena agena verla,False,None,CvZ_0t_OW3r,0
178,"It seems you guys never respond. I’ve been waiting for a response about an issue I had weeks ago and I’m still waiting. So sad, I though Uber was a good option to commute.",False,None,CvZ_0t_OW3r,0
179,I have filed a dispute against you with my bank 2 days ago so you have no where to run pathetic company UBER EAT,False,None,CvZ_0t_OW3r,0
180,@uber just the best,False,None,CvZ_0t_OW3r,0
181,Drivers who cancel trips after accepting please issue a fine. that makes the customer waste time.🇩🇴,False,None,CvZ_0t_OW3r,0
182,Veiculos Comfort 2023 muito bons!,False,None,CvZ_0t_OW3r,0
183,💙💛🤝Uber😍,True,political,CvSR1ysN0hq,1
184,Wow thanks Uber eats Awesome !,False,political,CvSR1ysN0hq,1
185,💙💛,False,political,CvSR1ysN0hq,1
186,Quero meu dinheiro,False,political,CvSR1ysN0hq,2
187,UM ABSURDO ESSA UBER.. minha conta foi bloqueada em 2019 pq eles dizem que tem um pagamento pendente.. porém o mesmo FOI PAGO CORRETAMENTE,False,political,CvSR1ysN0hq,8
188,Complicado ultilizar dos seus serviços até agora esperando o reembolso da corrida não realizada sendo que no recibo consta que vai ser feito o mesmo.,False,political,CvSR1ysN0hq,3
189,"Uber; why aren’t you responding to the case of a woman in Belleville, IL almost being abducted due to the lack of security in your app?",False,political,CvSR1ysN0hq,2
190,"Hey, y’all don’t have a support line!",False,political,CvSR1ysN0hq,0
191,I deleted my app,False,political,CvSR1ysN0hq,1
192,❤️,False,political,CvSR1ysN0hq,2
193,Why is Uber allowing drivers to not show up at the designated pickup location and then cancel rides?,False,political,CvSR1ysN0hq,5
194,"Yesterday my driver account was deactivated due to a false accusation, several false accusations at that. I use a dashcam and I asked the Uber team to atleast narrow down a day or time frame of the accusation so I can provide video evidence. They refuse. Now I have to return my rental car (Hyrecar) and I am unable to pay my rent & bills. ",False,political,CvSR1ysN0hq,0
195,The hotline in UAE please @uber,False,political,CvSR1ysN0hq,1
196,My uber driver harrassed me this morning. He tried to run his auto over me. I am trying to raise a complaint against him but there’s no way I can do it. I need support @uber_india.,False,political,CvSR1ysN0hq,1
197,@uber i need help,False,political,CvSR1ysN0hq,1
198,Yesterday my driver account was deactivated,False,political,CvSR1ysN0hq,0
199,"The Uber reserve option has a glitch that will make you pay for your ride twice. When you reserve, the ride won’t show on upcoming trips in your app. As it is an airport commute, they ask you to book again. The Emz from community operations will assure you that you won’t be charged for the trip. Then they charge you twice for the same trip and don’t respond to your messages.",False,political,CvSR1ysN0hq,3
200,"Queria fazer reclamação, pois toda vez q eu peço uber não está aceitando em cartão e quando chega perto do local cancelar a corrida não é de agora isso está ficando chato.",False,political,CvSR1ysN0hq,3
201,Uber acct got hacked and they still haven't fix my problem. This company is careless.,False,political,CvSR1ysN0hq,5
202,อัปเดต,False,political,CvSR1ysN0hq,2
203,@uber @uber_br Me deixem trabalhar 🙏🙏🙏,False,political,CvSR1ysN0hq,1
204,Uber uses a lot of misleading advertising and the prices of the trips are sometimes extremely very low for the distance and time of the trip apart uber gets 40% of the amount of each trip when uber simply serves as an intermediary between the driver and the driver while the driver does everything by risking his life on the street to drive day by day.,False,political,CvSR1ysN0hq,2
205,"Uber is illegal and on top of that they block your account without giving you any reason, don't use this application anymore",False,political,CvSR1ysN0hq,2
206,too much problems unsolved bad customer service will have to take legal action,False,political,CvSR1ysN0hq,1
207,👎🏻👎🏻👎🏻,False,political,CvSR1ysN0hq,1
208,🙌,False,political,CvSR1ysN0hq,1
209,How you charging 53 dollars and paying us the drivers 20 wtf 🤬 @ube,False,political,CvSR1ysN0hq,2
210,@uber why does your service suck so much? Just got canceled on 4 times and walked 3 miles and 6 of your scooters were out of service. Incompetence at its finest,False,political,CvSR1ysN0hq,3
211,"Uber nunca mais, agora só 99.",False,political,CvSR1ysN0hq,0
212,#ubernotgood #uber don’t protect costumer of bad drivers,False,political,CvSR1ysN0hq,1
213,"Hello Uber, I am an Uber driver with three years of driving experience. I'm at Los Angeles International Airport. I do not have any violations. My account is unable to accept orders from LAX. Please help me to solve this problem. thank you very much",False,political,CvSR1ysN0hq,7
214,How do you allow your drivers to cancel a ride 2 minutes from the pick up!!!’n you guys are F’en ridiculous.,False,political,CvSR1ysN0hq,3
215,"Percebo que a @uber_br @uber é uma empresa sem compromisso com a verdade e desonesta, pelo tanto de reclamações que há aqui. Comigo não foi diferente... Me fez uma cobrança indevida, de uma viagem que não existiu, entrei no app e contestei o valor, que aparentemente me reembolsaram. Mas, na verdade, aguardaram vencer os tais 45 dias, para lançar novamente a cobrança no meu cartão de crédito e me tirar o direito de contestar, alegando que o prazo (45 dias) para fazer um ajuste na viagem expirou. Absurdo!",False,political,CvSR1ysN0hq,0
216,"@uber vocês tão de sacanagem???? Ontem Perdi uma corrida cliente não pagou, o robô me atendeu simplesmente resumindo vcs cagaram pro que o motorista fala, hoje o pagamento foi digital, o cara finalizar a corrida alegando que pagou 2x vcs simplesmente desconta de mim onde que o motorista vai ter razão quando?? @uber de atenção para os motoristas, afinal eles que mantém seus lucros",False,political,CvSR1ysN0hq,1
217,Uber support is generally not taking this fraudulent account seriously enough. I don't think any privacy rules will be breached if they rightly ban this driver and assure me that they have done so! My driver didn’t match the picture and y’all didn’t even want to give me a refund for this long trip! Custumer service is so bad and brush u off! I will have to sue in this case.,False,political,CvSR1ysN0hq,3
218,Uber is trafficking their customer representatives that’s why whenever you call for help they never know how to help they always sound oppressed and untrained this is because they are victims being forced in a call center…. Funny how Uber/Lyft/doordash etc are all USA based companies headquartered in San Francisco yet we never have an American person that answers for customer service…. That makes absolutely no sense and should bring attention to everyone… something is definitely off with these companies,False,political,CvSR1ysN0hq,5
219,UBER STOLE 80$ FROM ME I EMAILED THEM FOR A REFUND AND THEY EMAILED THE CONFIRMATION AND NEVER REFUNDED ME. HORRIBLE SHADY COMPANY. THEY HAVE NO CUSTOMER SERVICE SO NO WAY TO SOLVE ISSUE,False,political,CvSR1ysN0hq,6
220,Uber es una mierda,False,political,CvSR1ysN0hq,5
221,"Amigos motoristas deixa eu explicar um detalhe importante sobre Viagens para outros MUNICÍPIOS... Os aplicativos jogam viagens sem ter volta!! Parem de aceitar! Calculem sua ida sem retorno CERTO! SE PEGA UMA VIAGEM DE 70KM EXEMPLO: IDA E VOLTA DÁ 140 KM VC VAI FAZER ESSA VIAGEM POR R$70,00???? TERÁ PREJUÍZO!!! ENTÃO... MELHOR ACERTAREM COM O PASSAGEIRO UM VALOR JUSTO! VCS ACEITANDO PREJUDICAM TODOS OS OUTROS, PORQ O PASSAGEIRO ACHA QUE O MORTO DE AZILADO LEVOU E TODOS OS OUTROS MOTORISTAS TERÃO QUE LEVAR, PAREM DE SER BURROS E FAÇAM CÁLCULO 🧮 PELO AMOR DE DEUS 🙏🙏🙏",False,political,CvSR1ysN0hq,1
222,Bbrmew .mqmlk.sm,False,political,CvSR1ysN0hq,0
223,M,False,political,CvSR1ysN0hq,0
224,5 Wo.Antworten,False,political,CvSR1ysN0hq,0
